District_Name,Fiscal_Year,Fund_Code,Function_Code,School_Code,Program_Code,Object_Code,Account_Name,Description,Budget,Encumbrance,Amount,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_Year,BatchNo
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,418,11/6/2019,P,2000201,1200009616,67581,,1024,"McNabb, Rhoda                 ",10/24/19 LO,20,136
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,120,11/6/2019,P,2000201,1200009616,67582,,1024,"McNabb, Rhoda                 ",10/22/19 MI,20,136
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,10.48,11/11/2019,P,2000201,1200009634,67627,,1024,"McNabb, Rhoda                 ",11/04/19FRE,20,144
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,79,11/11/2019,P,2000201,1200009634,67629,,1024,"McNabb, Rhoda                 ",11012019INT,20,144
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,529.99,11/11/2019,P,2000201,1200009634,67628,,1024,"McNabb, Rhoda                 ",110519OFFIC,20,144
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,76.52,11/11/2019,P,2000201,1200009634,67630,,1024,"McNabb, Rhoda                 ",10/16/2019A,20,144
Delta/Greely School District,20,100,554,100,647,450,McNabb,The Lego Movie 2 Movie Maker B,0,0,25.99,11/26/2019,P,2000381,100024520,67918,,227,Amazon                        ,97865835543,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,The Lego Movie 2 Welcome to Ap,0,0,273.97,11/26/2019,P,2000381,100024520,67918,,227,Amazon                        ,97865835543,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,The Lego Movie 2 Sweet Mayhem',0,0,45.99,11/26/2019,P,2000381,100024520,67918,,227,Amazon                        ,97865835543,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,"Lego Disney Aurora, Ariel & Ti",0,0,34.76,11/26/2019,P,2000381,100024520,67918,,227,Amazon                        ,97865835543,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,Lego Classic Blue Baseplate Bl,0,0,6.48,11/26/2019,P,2000381,100024520,67919,,227,Amazon                        ,46757987386,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,Sprite World Road Base Plates,0,0,27.9,11/26/2019,P,2000381,100024520,67939,,227,Amazon                        ,97865835543,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,Lego Disney Cinderella's Carri,0,0,17.97,11/26/2019,P,2000381,100024520,67918,,227,Amazon                        ,97865835543,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,Winning Moves Games Game of Th,0,0,17.94,11/26/2019,P,2000381,100024520,67918,,227,Amazon                        ,97865835543,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,Lego Classic Blue Baseplate Bl,0,0,14.97,11/26/2019,P,2000381,100024520,67916,,227,Amazon                        ,97865835543,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,LEGO League Team Registration,0,0,162.5,12/2/2019,P,2000404,100024542,67988,,677,Lego FIRST Registration/Initia,29022,20,174
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,120,12/9/2019,P,2000201,1200009762,68199,,1024,"McNabb, Rhoda                 ",12/03/19 MI,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,12,12/9/2019,P,2000201,1200009762,68202,,1024,"McNabb, Rhoda                 ",11/15/19 FT,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,13.75,12/9/2019,P,2000201,1200009762,68201,,1024,"McNabb, Rhoda                 ",11/07/19 AM,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,43.33,12/9/2019,P,2000201,1200009762,68196,,1024,"McNabb, Rhoda                 ",11/22/19 CO,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,50,12/9/2019,P,2000201,1200009762,68200,,1024,"McNabb, Rhoda                 ",11/17/19 DE,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,120,12/9/2019,P,2000201,1200009762,68197,,1024,"McNabb, Rhoda                 ",11/12/19 MI,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,120,12/9/2019,P,2000201,1200009762,68198,,1024,"McNabb, Rhoda                 ",11/19/19 MI,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,G. A. Henty Deluxe Collection,0,0,1745,12/9/2019,P,2000470,1200009763,68203,,1688,Robinson Books                ,10/24/19 MC,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,Saxon Math 6/5: Fact Practice,0,0,15.33,12/17/2019,P,2000478,100024573,68260,,227,Amazon                        ,44474858466,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,"ACDelco AAA Batteries, Alkalin",0,0,17.63,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,Diax Educational Resources Pla,0,0,17.26,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,"ETA hand2mind Power Solids, Se",0,0,17.28,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,The Kingfisher Children's Illu,0,0,19.72,12/17/2019,P,2000478,100024573,68263,,227,Amazon                        ,44775659555,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,Simply Magic 138 pcs. Magnetic,0,0,18.98,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,ACDelco AA Super Alkaline Batt,0,0,19.48,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,The Kingfisher Illustrated Enc,0,0,29.34,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,The Kingfisher History Encyclo,0,0,22.49,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,Learning Resources Folding Geo,0,0,25.59,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,The Kingfisher Science Encyclo,0,0,18.95,12/17/2019,P,2000478,100024573,68260,,227,Amazon                        ,44474858466,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,Saxon Math Homeschool 6/5: Tes,0,0,29.8,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,Learning Resources Pan Balance,0,0,29.95,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,Sight Words Level A Pocket Fla,0,0,5.96,12/17/2019,P,2000478,100024573,68264,,227,Amazon                        ,43479393337,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,17.95,1/9/2020,P,2000201,1200009849,68569,,1024,"McNabb, Rhoda                 ",01/09/20 FU,20,215
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,170,1/9/2020,P,2000201,1200009849,68573,,1024,"McNabb, Rhoda                 ",12/10/19 AR,20,215
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,87.62,1/9/2020,P,2000201,1200009849,68572,,1024,"McNabb, Rhoda                 ",12/13/19 JO,20,215
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,79,1/9/2020,P,2000201,1200009849,68571,,1024,"McNabb, Rhoda                 ",12/2019 INT,20,215
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,40,1/9/2020,P,2000201,1200009849,68567,,1024,"McNabb, Rhoda                 ",12/16/19 DE,20,215
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,189.87,1/9/2020,P,2000201,1200009849,68570,,1024,"McNabb, Rhoda                 ",12/10/19 HE,20,215
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,22.93,1/9/2020,P,2000201,1200009849,68568,,1024,"McNabb, Rhoda                 ",12/14/19 FR,20,215
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,90,2/18/2020,P,2000201,1200010003,69152,,1024,"McNabb, Rhoda                 ",01/23/20SKI,20,300
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,79,2/18/2020,P,2000201,1200010003,69148,,1024,"McNabb, Rhoda                 ",01/31/20VER,20,300
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,79,2/18/2020,P,2000201,1200010003,69150,,1024,"McNabb, Rhoda                 ",13419,20,300
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,50,2/18/2020,P,2000201,1200010003,69149,,1024,"McNabb, Rhoda                 ",01/21/20BAL,20,300
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,12,2/18/2020,P,2000201,1200010003,69151,,1024,"McNabb, Rhoda                 ",02/07/GREEL,20,300
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,55.29,3/9/2020,P,2000201,1200010084,69375,,1024,"McNabb, Rhoda                 ",02/15/FREDM,20,346
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,79,3/9/2020,P,2000201,1200010084,69372,,1024,"McNabb, Rhoda                 ",03/03VERTBB,20,346
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,120,3/9/2020,P,2000201,1200010084,69373,,1024,"McNabb, Rhoda                 ",03/0USAWSTO,20,346
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,260,3/9/2020,P,2000201,1200010084,69374,,1024,"McNabb, Rhoda                 ",03/02DTYW,20,346
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,436.87,3/31/2020,P,2000201,1200010132,69550,,1024,"McNabb, Rhoda                 ",03/07REIMBU,20,374
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,69.14,3/31/2020,P,2000201,1200010132,69549,,1024,"McNabb, Rhoda                 ",02/24 BARNE,20,374
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,479.77,3/31/2020,P,2000201,1200010139,69539,,1180,"Stewart, Holly                ",03/05AMAZON,20,374
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,50,6/10/2020,P,2000201,1200010287,70157,,1024,"McNabb, Rhoda                 ",05/15/20DEL,20,463
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,12,6/10/2020,P,2000201,1200010287,70155,,1024,"McNabb, Rhoda                 ",02/21/20GRE,20,463
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,11.12,6/10/2020,P,2000201,1200010287,70153,,1024,"McNabb, Rhoda                 ",04/30/20AMA,20,463
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,314.34,6/10/2020,P,2000201,1200010287,70156,,1024,"McNabb, Rhoda                 ",04/30/20AMA,20,463
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,606.94,6/10/2020,P,2000201,1200010287,70150,,1024,"McNabb, Rhoda                 ",06/04/20EBA,20,463
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,368.7,6/10/2020,P,2000201,1200010287,70152,,1024,"McNabb, Rhoda                 ",05/07/20IDE,20,463
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,242.35,6/10/2020,P,2000201,1200010287,70151,,1024,"McNabb, Rhoda                 ",05/08/20MON,20,463
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,158,6/10/2020,P,2000201,1200010287,70154,,1024,"McNabb, Rhoda                 ",04-05/20NET,20,463
Delta/Greely School District,20,100,554,100,647,450,McNabb,Gold Dredge Field Trip,0,0,180,10/1/2019,J,1795, , ,,         ,                              ,                   ,20,86
Delta/Greely School District,20,100,554,100,647,450,McNabb,Valdez Field Trip,0,0,1000,10/1/2019,J,1788, , ,,         ,                              ,                   ,20,86
Delta/Greely School District,20,100,554,100,647,450,McNabb,Field Trip to Fly Trampoline P,0,0,160,4/16/2020,J,1873, , ,,         ,                              ,                   ,20,400
Delta/Greely School District,20,100,554,100,647,450,McNabb,Winning Moves Games Game of Th,0,0,0,11/26/2019,P,2000381, ,67939,,227,Amazon                        ,                   ,20,169
Delta/Greely School District,20,100,554,100,647,450,McNabb,LEGO League Team Registration,0,0,0,12/2/2019,P,2000404, ,67988,,677,Lego FIRST Registration/Initia,                   ,20,174
Delta/Greely School District,20,100,554,100,647,450,McNabb,G. A. Henty Deluxe Collection,0,0,0,12/9/2019,P,2000470, ,68203,,1688,Robinson Books                ,                   ,20,186
Delta/Greely School District,20,100,554,100,647,450,McNabb,The Kingfisher Science Encyclo,0,0,0,12/17/2019,P,2000478, ,68264,,227,Amazon                        ,                   ,20,196
Delta/Greely School District,20,100,554,100,647,450,McNabb,"reimbursement for curriculum,",0,0,0,6/30/2020,P,2000201, ,70157,,1024,"McNabb, Rhoda                 ",                   ,20,529
Delta/Greely School District,20,100,554,100,648,450,"White, A",Anthony White-2 DJHS Classes-M,0,0,300,12/20/2019,J,1859, , ,,         ,                              ,                   ,20,204
Delta/Greely School District,20,100,554,100,648,450,"White, A","Reim for supplies, curriculum",0,0,0,6/30/2020,O,2000511, , ,,1690,"White, Amber or Anthony       ",                   ,20,534
Delta/Greely School District,20,100,554,200,000,450,"SUPPLIES, MATERIALS & MED",,,,,7/1/2019,,,,,,,,,,
Delta/Greely School District,20,100,554,400,000,311,Superintendent,July 5 Payroll,0,0,442.31,7/4/2019,J,1747, , ,,         ,                              ,                   ,20,4
Delta/Greely School District,20,100,554,400,000,311,Superintendent,July 19 Payroll,0,0,442.31,7/18/2019,J,1748, , ,,         ,                              ,                   ,20,9
Delta/Greely School District,20,100,554,400,000,311,Superintendent,August 2 Payroll,0,0,442.31,8/1/2019,J,1750, , ,,         ,                              ,                   ,20,20
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Aug 16 Payroll,0,0,442.31,8/28/2019,J,1766, , ,,         ,                              ,                   ,20,48
Delta/Greely School District,20,100,554,400,000,311,Superintendent,August 30 Payroll,0,0,442.31,8/29/2019,J,1767, , ,,         ,                              ,                   ,20,53
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Sept 13 Payroll,0,0,442.31,9/13/2019,J,1768, , ,,         ,                              ,                   ,20,71
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Sept 27 Payroll,0,0,442.31,10/3/2019,J,1808, , ,,         ,                              ,                   ,20,97
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Oct 11 Payroll,0,0,442.31,10/11/2019,J,1809, , ,,         ,                              ,                   ,20,105
Delta/Greely School District,20,100,554,400,000,311,Superintendent,October 25 Payroll,0,0,442.31,10/25/2019,J,1835, , ,,         ,                              ,                   ,20,124
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Nov 8 Payroll,0,0,442.31,11/8/2019,J,1841, , ,,         ,                              ,                   ,20,146
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Nov 22 Payroll & Rebate,0,0,442.31,11/26/2019,J,1851, , ,,         ,                              ,                   ,20,170
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Dec 6 Payroll,0,0,442.31,12/6/2019,J,1856, , ,,         ,                              ,                   ,20,182
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Dec 20 Payroll,0,0,442.31,12/20/2019,J,1857, , ,,         ,                              ,                   ,20,202
Delta/Greely School District,20,100,554,400,000,311,Superintendent,January 3 Payroll,0,0,442.31,1/6/2020,J,1860, , ,,         ,                              ,                   ,20,211
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Jan 17 Payroll,0,0,442.31,1/29/2020,J,1863, , ,,         ,                              ,                   ,20,275
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Jan 31 Payroll,0,0,442.31,2/13/2020,J,1866, , ,,         ,                              ,                   ,20,289
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Feb 14 Payroll,0,0,442.31,2/25/2020,J,1868, , ,,         ,                              ,                   ,20,325
Delta/Greely School District,20,100,554,400,000,311,Superintendent,Feb 28 Payroll,0,0,442.31,2/28/2020,J,1869, , ,,         ,                              ,                   ,20,349
Delta/Greely School District,20,100,554,400,000,311,Superintendent,March 13 Payroll,0,0,442.31,3/25/2020,J,1870, , ,,         ,                              ,                   ,20,368
Delta/Greely School District,20,100,554,400,000,311,Superintendent,March 27 Payroll,0,0,442.31,3/31/2020,J,1871, , ,,         ,                              ,                   ,20,379
Delta/Greely School District,20,100,554,400,000,311,Superintendent,April 10 Payroll,0,0,442.31,4/10/2020,J,1872, , ,,         ,                              ,                   ,20,390
Delta/Greely School District,20,100,554,400,000,311,Superintendent,April 24 Payroll,0,0,442.31,4/23/2020,J,1875, , ,,         ,                              ,                   ,20,405
Delta/Greely School District,20,100,554,400,000,311,Superintendent,May 8 Payroll,0,0,442.31,5/19/2020,J,1878, , ,,         ,                              ,                   ,20,430
Delta/Greely School District,20,100,554,400,000,311,Superintendent,May 22 Fringe,0,0,442.31,5/22/2020,J,1879, , ,,         ,                              ,                   ,20,433
Delta/Greely School District,20,100,554,400,000,311,Superintendent,June 5 Payroll,0,0,442.31,6/18/2020,J,1884, , ,,         ,                              ,                   ,20,473
Delta/Greely School District,20,100,554,400,000,311,Superintendent,June 19 & June 22 Payrolls,0,0,442.3,6/19/2020,J,1886, , ,,         ,                              ,                   ,20,475
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Sept 13 Payroll,0,0,98.13,9/13/2019,J,1768, , ,,         ,                              ,                   ,20,71
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Sept 27 Payroll,0,0,98.13,10/3/2019,J,1808, , ,,         ,                              ,                   ,20,97
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Oct 11 Payroll,0,0,98.13,10/11/2019,J,1809, , ,,         ,                              ,                   ,20,105
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,October 25 Payroll,0,0,98.13,10/25/2019,J,1835, , ,,         ,                              ,                   ,20,124
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Nov 8 Payroll,0,0,98.13,11/8/2019,J,1841, , ,,         ,                              ,                   ,20,146
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Nov 22 Payroll & Rebate,0,0,98.13,11/26/2019,J,1851, , ,,         ,                              ,                   ,20,170
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Dec 6 Payroll,0,0,98.13,12/6/2019,J,1856, , ,,         ,                              ,                   ,20,182
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Dec 20 Payroll,0,0,98.13,12/20/2019,J,1857, , ,,         ,                              ,                   ,20,202
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,January 3 Payroll,0,0,98.13,1/6/2020,J,1860, , ,,         ,                              ,                   ,20,211
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Jan 17 Payroll,0,0,98.13,1/29/2020,J,1863, , ,,         ,                              ,                   ,20,275
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Jan 31 Payroll,0,0,98.13,2/13/2020,J,1866, , ,,         ,                              ,                   ,20,289
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Feb 14 Payroll,0,0,98.13,2/25/2020,J,1868, , ,,         ,                              ,                   ,20,325
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,Feb 28 Payroll,0,0,98.13,2/28/2020,J,1869, , ,,         ,                              ,                   ,20,349
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,March 13 Payroll,0,0,98.13,3/25/2020,J,1870, , ,,         ,                              ,                   ,20,368
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,March 27 Payroll,0,0,98.13,3/31/2020,J,1871, , ,,         ,                              ,                   ,20,379
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,April 10 Payroll,0,0,98.13,4/10/2020,J,1872, , ,,         ,                              ,                   ,20,390
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,April 24 Payroll,0,0,98.13,4/23/2020,J,1875, , ,,         ,                              ,                   ,20,405
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,May 8 Payroll,0,0,98.13,5/19/2020,J,1878, , ,,         ,                              ,                   ,20,430
Delta/Greely School District,20,100,554,400,000,351,INSURANCE-LIFE AND HEALTH,May 22 Fringe,0,0,98.13,5/22/2020,J,1879, , ,,         ,                              ,                   ,20,433
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,July 5 Payroll,0,0,0.18,7/4/2019,J,1747, , ,,         ,                              ,                   ,20,4
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,July 19 Payroll,0,0,0.18,7/18/2019,J,1748, , ,,         ,                              ,                   ,20,9
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,August 2 Payroll,0,0,0.18,8/1/2019,J,1750, , ,,         ,                              ,                   ,20,20
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Aug 16 Payroll,0,0,0.18,8/28/2019,J,1766, , ,,         ,                              ,                   ,20,48
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,August 30 Payroll,0,0,0.18,8/29/2019,J,1767, , ,,         ,                              ,                   ,20,53
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Sept 13 Payroll,0,0,0.18,9/13/2019,J,1768, , ,,         ,                              ,                   ,20,71
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Sept 27 Payroll,0,0,0.18,10/3/2019,J,1808, , ,,         ,                              ,                   ,20,97
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Oct 11 Payroll,0,0,0.18,10/11/2019,J,1809, , ,,         ,                              ,                   ,20,105
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,October 25 Payroll,0,0,0.18,10/25/2019,J,1835, , ,,         ,                              ,                   ,20,124
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Nov 8 Payroll,0,0,0.18,11/8/2019,J,1841, , ,,         ,                              ,                   ,20,146
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Nov 22 Payroll & Rebate,0,0,0.18,11/26/2019,J,1851, , ,,         ,                              ,                   ,20,170
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Dec 6 Payroll,0,0,0.18,12/6/2019,J,1856, , ,,         ,                              ,                   ,20,182
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Dec 20 Payroll,0,0,0.18,12/20/2019,J,1857, , ,,         ,                              ,                   ,20,202
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,January 3 Payroll,0,0,0.18,1/6/2020,J,1860, , ,,         ,                              ,                   ,20,211
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Jan 17 Payroll,0,0,0.18,1/29/2020,J,1863, , ,,         ,                              ,                   ,20,275
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Jan 31 Payroll,0,0,0.18,2/13/2020,J,1866, , ,,         ,                              ,                   ,20,289
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Feb 14 Payroll,0,0,0.18,2/25/2020,J,1868, , ,,         ,                              ,                   ,20,325
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,Feb 28 Payroll,0,0,0.18,2/28/2020,J,1869, , ,,         ,                              ,                   ,20,349
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,March 13 Payroll,0,0,0.18,3/25/2020,J,1870, , ,,         ,                              ,                   ,20,368
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,March 27 Payroll,0,0,0.18,3/31/2020,J,1871, , ,,         ,                              ,                   ,20,379
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,April 10 Payroll,0,0,0.18,4/10/2020,J,1872, , ,,         ,                              ,                   ,20,390
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,April 24 Payroll,0,0,0.18,4/23/2020,J,1875, , ,,         ,                              ,                   ,20,405
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,May 8 Payroll,0,0,0.18,5/19/2020,J,1878, , ,,         ,                              ,                   ,20,430
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,May 22 Fringe,0,0,0.18,5/22/2020,J,1879, , ,,         ,                              ,                   ,20,433
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,June 5 Payroll,0,0,0.18,6/18/2020,J,1884, , ,,         ,                              ,                   ,20,473
Delta/Greely School District,20,100,554,400,000,352,UNEMPLOYMENT INSURANCE,June 19 & June 22 Payrolls,0,0,0.18,6/19/2020,J,1886, , ,,         ,                              ,                   ,20,475
Delta/Greely School District,20,100,554,400,000,353,WORKER'S COMPENSATION,July 5 Payroll,0,0,6.63,7/4/2019,J,1747, , ,,         ,                              ,                   ,20,4
Delta/Greely School District,20,100,554,400,000,353,WORKER'S COMPENSATION,July 19 Payroll,0,0,6.63,7/18/2019,J,1748, , ,,         ,                              ,                   ,20,9
Delta/Greely School District,20,100,554,400,000,353,WORKER'S COMPENSATION,August 2 Payroll,0,0,6.63,8/1/2019,J,1750, , ,,         ,                              ,                   ,20,20
Delta/Greely School District,20,100,554,400,000,353,WORKER'S COMPENSATION,Aug 16 Payroll,0,0,6.63,8/28/2019,J,1766, , ,,         ,                              ,                   ,20,48
Delta/Greely School District,20,100,554,400,000,353,WORKER'S COMPENSATION,August 30 Payroll,0,0,6.63,8/29/2019,J,1767, , ,,         ,                              ,                   ,20,53
Delta/Greely School District,20,100,554,400,000,353,WORKER'S COMPENSATION,Sept 13 Payroll,0,0,6.63,9/13/2019,J,1768, , ,,         ,                              ,                   ,20,71
Delta/Greely School District,20,100,554,400,000,353,WORKER'S COMPENSATION,Sept 27 Payroll,0,0,6.63,10/3/2019,J,1808, , ,,         ,                              ,                   ,20,97
