District_Name,Fiscal_Year,Fund_Code,Org,Account,Object_Code,Project,Doc_Line_Number,Description,Invoice_Date,Date,Period,Vendor_Name,Amount
Valdez City School District,20,100,99,600,452,,PO  57030   1,MULTI SCANNER,7/1/2019,7/1/2019,0520,  3626 HOME DEPOT,737.99
Valdez City School District,20,100,99,600,452,,PO  57031   1,RENTAL CYLINDER,7/1/2019,7/1/2019,0520,"  3247 AIRGAS USA, LLC",616.50
Valdez City School District,20,100,99,600,452,,PO  57031   2,LARGE CARBON DIOXIDE,7/1/2019,7/1/2019,0520,"  3247 AIRGAS USA, LLC",495.90
Valdez City School District,20,100,99,600,452,,PO  57031   3,HAZMAT,7/1/2019,7/1/2019,0520,"  3247 AIRGAS USA, LLC",4.60
Valdez City School District,20,100,99,600,452,,PO  57038   1,DEDIETRICH FLUE BRUSH 330,7/1/2019,7/1/2019,0520,"   536 PROCTOR SALES, INC.",285.08
Valdez City School District,20,100,99,600,452,,PO  57066   1,CAB FARE TO AIRPORT,7/1/2019,7/1/2019,0520,"   169 NGUYEN, BINH T",21.92
Valdez City School District,20,100,99,600,452,,PO  57066   2,PER DIEM BKFST & LUNCH,7/1/2019,7/1/2019,0520,"   169 NGUYEN, BINH T",25.00
Valdez City School District,20,100,99,600,452,,PO  57136   1,DRY ERASE WHITE BOARD,7/1/2019,7/1/2019,0520,   759 GRAINGER ELECTRIC,"4,378.60"
Valdez City School District,20,100,99,600,452,,CL  37973   1,DEDIETRICH FLUE BRUSH 330,7/1/2019,6/9/2020,0620,"   536 PROCTOR SALES, INC.",285.08
Valdez City School District,20,100,99,600,452,,CL  37973   1,DEDIETRICH FLUE BRUSH 330,7/1/2019,6/9/2020,0620,"   536 PROCTOR SALES, INC.",-285.08
Valdez City School District,20,100,99,600,452,,CL  37976   1,BATTERY FOR GMS DOOR,7/1/2019,7/1/2019,0620,   954 RADIO SHACK,34.99
Valdez City School District,20,100,99,600,452,,CL  37976   1,BATTERY FOR GMS DOOR,7/1/2019,7/1/2019,0620,   954 RADIO SHACK,-34.99
Valdez City School District,20,100,99,600,452,,CL  37978   1,5/11/20 WO#34980,7/1/2019,5/11/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",34.69
Valdez City School District,20,100,99,600,452,,CL  37978   1,5/11/20 WO#34980,7/1/2019,5/11/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-34.69
Valdez City School District,20,100,99,600,452,,CL  37978   2,5/11/20 WO#35993,7/1/2019,5/11/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",16.11
Valdez City School District,20,100,99,600,452,,CL  37978   2,5/11/20 WO#35993,7/1/2019,5/11/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-16.11
Valdez City School District,20,100,99,600,452,,CL  37978   3,5/12/20 WO#36050,7/1/2019,5/12/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",10.92
Valdez City School District,20,100,99,600,452,,CL  37978   3,5/12/20 WO#36050,7/1/2019,5/12/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-10.92
Valdez City School District,20,100,99,600,452,,CL  37978   4,5/13/20 WO#36067,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",6.45
Valdez City School District,20,100,99,600,452,,CL  37978   4,5/13/20 WO#36067,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-6.45
Valdez City School District,20,100,99,600,452,,CL  37978   5,5/13/20 WO#36074,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",24.64
Valdez City School District,20,100,99,600,452,,CL  37978   5,5/13/20 WO#36074,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-24.64
Valdez City School District,20,100,99,600,452,,CL  37978   6,5/13/20 WO#36092,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",10.92
Valdez City School District,20,100,99,600,452,,CL  37978   6,5/13/20 WO#36092,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-10.92
Valdez City School District,20,100,99,600,452,,CL  37978   7,5/13/20 WO#36090,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",9.88
Valdez City School District,20,100,99,600,452,,CL  37978   7,5/13/20 WO#36090,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-9.88
Valdez City School District,20,100,99,600,452,,CL  37978   8,5/13/20 WO#36089,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",8.74
Valdez City School District,20,100,99,600,452,,CL  37978   8,5/13/20 WO#36089,7/1/2019,5/13/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-8.74
Valdez City School District,20,100,99,600,452,,CL  37978   9,5/14/20 WO#36107,7/1/2019,5/14/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",11.56
Valdez City School District,20,100,99,600,452,,CL  37978   9,5/14/20 WO#36107,7/1/2019,5/14/2020,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",-11.56
Valdez City School District,20,100,99,600,452,,CL  37979   1,5/27/20 WO#34980,7/1/2019,5/11/2020,0620,   245 HARRIS SAND & GRAVEL INC,22.97
Valdez City School District,20,100,99,600,452,,CL  37979   1,5/27/20 WO#34980,7/1/2019,5/11/2020,0620,   245 HARRIS SAND & GRAVEL INC,-22.97
Valdez City School District,20,100,99,600,452,,CL  37979   2,5/27/20 WO#36320,7/1/2019,5/27/2020,0620,   245 HARRIS SAND & GRAVEL INC,43.07
Valdez City School District,20,100,99,600,452,,CL  37979   2,5/27/20 WO#36320,7/1/2019,5/27/2020,0620,   245 HARRIS SAND & GRAVEL INC,-43.07
Valdez City School District,20,100,99,600,452,,CL  37981   1,ROCKWALL BELAYS SHIPPED,7/1/2019,7/1/2019,0620,"  3123 TORRES, MAGDA I",356.70
Valdez City School District,20,100,99,600,452,,CL  37981   1,ROCKWALL BELAYS SHIPPED,7/1/2019,7/1/2019,0620,"  3123 TORRES, MAGDA I",-356.70
Valdez City School District,20,100,99,600,452,,CL  37998   2,CHLORINE 50 SPIN DISK,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,"1,950.00"
Valdez City School District,20,100,99,600,452,,CL  37998   2,CHLORINE 50 SPIN DISK,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,"-1,950.00"
Valdez City School District,20,100,99,600,452,,CL  37998   3,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,316.51
Valdez City School District,20,100,99,600,452,,CL  37998   3,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-316.51
Valdez City School District,20,100,99,600,452,,CL  37998   4,10ft RATCHET 2-CT ORANGE,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,21.48
Valdez City School District,20,100,99,600,452,,CL  37998   4,10ft RATCHET 2-CT ORANGE,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-21.48
Valdez City School District,20,100,99,600,452,,CL  37998   5,SQUARE COVER,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,82.96
Valdez City School District,20,100,99,600,452,,CL  37998   5,SQUARE COVER,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-82.96
Valdez City School District,20,100,99,600,452,,CL  37998   6,INSQBOX 2-1/8 IND,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,111.18
Valdez City School District,20,100,99,600,452,,CL  37998   6,INSQBOX 2-1/8 IND,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-111.18
Valdez City School District,20,100,99,600,452,,CL  37998   7,SIGMA 3/8 IN FLEX,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,109.92
Valdez City School District,20,100,99,600,452,,CL  37998   7,SIGMA 3/8 IN FLEX,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-109.92
Valdez City School District,20,100,99,600,452,,CL  37998   8,MC W/GRN GRND CLA,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,964.90
Valdez City School District,20,100,99,600,452,,CL  37998   8,MC W/GRN GRND CLA,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-964.90
Valdez City School District,20,100,99,600,452,,CL  37998   9,4-IN SQBOX 2-1/8 IND,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,104.64
Valdez City School District,20,100,99,600,452,,CL  37998   9,4-IN SQBOX 2-1/8 IND,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-104.64
Valdez City School District,20,100,99,600,452,,CL  37998  10,4-IN SQUARE COVER FLAT,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,170.00
Valdez City School District,20,100,99,600,452,,CL  37998  10,4-IN SQUARE COVER FLAT,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-170.00
Valdez City School District,20,100,99,600,452,,CL  37998  11,PEGBOARD HOOK & OTHER ITE,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,314.24
Valdez City School District,20,100,99,600,452,,CL  37998  11,PEGBOARD HOOK & OTHER ITE,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-314.24
Valdez City School District,20,100,99,600,452,,CL  37998  12,20 PC STEEL PEGBOARD,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,319.92
Valdez City School District,20,100,99,600,452,,CL  37998  12,20 PC STEEL PEGBOARD,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-319.92
Valdez City School District,20,100,99,600,452,,CL  37998  14,PEDIATRIC PADZ II DEF,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,95.00
Valdez City School District,20,100,99,600,452,,CL  37998  14,PEDIATRIC PADZ II DEF,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-95.00
Valdez City School District,20,100,99,600,452,,CL  37998  15,DEFIBRILLATION  CPR SYSTE,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,169.00
Valdez City School District,20,100,99,600,452,,CL  37998  15,DEFIBRILLATION  CPR SYSTE,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-169.00
Valdez City School District,20,100,99,600,452,,CL  37998  16,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,129.94
Valdez City School District,20,100,99,600,452,,CL  37998  16,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-129.94
Valdez City School District,20,100,99,600,452,,CL  37998  17,EVERBILT 2in ZINC PLATED,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,24.57
Valdez City School District,20,100,99,600,452,,CL  37998  17,EVERBILT 2in ZINC PLATED,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-24.57
Valdez City School District,20,100,99,600,452,,CL  37998  18,EVERBILT 6in ZINC PLATED,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,32.40
Valdez City School District,20,100,99,600,452,,CL  37998  18,EVERBILT 6in ZINC PLATED,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-32.40
Valdez City School District,20,100,99,600,452,,CL  37998  19,COBRA ANCHORS,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,141.18
Valdez City School District,20,100,99,600,452,,CL  37998  19,COBRA ANCHORS,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-141.18
Valdez City School District,20,100,99,600,452,,CL  37998  22,PACKAGE RETURN,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,56.15
Valdez City School District,20,100,99,600,452,,CL  37998  22,PACKAGE RETURN,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-56.15
Valdez City School District,20,100,99,600,452,,CL  37998  23,SUPPLIES,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,166.91
Valdez City School District,20,100,99,600,452,,CL  37998  23,SUPPLIES,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-166.91
Valdez City School District,20,100,99,600,452,,CL  37998  24,WHITEWOOD STUD/PLYWOOD,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,842.10
Valdez City School District,20,100,99,600,452,,CL  37998  24,WHITEWOOD STUD/PLYWOOD,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-842.10
Valdez City School District,20,100,99,600,452,,CL  37998  25,PLYWOOD/KILN WHITEWOOD,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,493.64
Valdez City School District,20,100,99,600,452,,CL  37998  25,PLYWOOD/KILN WHITEWOOD,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-493.64
Valdez City School District,20,100,99,600,452,,CL  37998  26,SANDED PLYWOOD & SCREWS,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,250.00
Valdez City School District,20,100,99,600,452,,CL  37998  26,SANDED PLYWOOD & SCREWS,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-250.00
Valdez City School District,20,100,99,600,452,,CL  37998  27,AUTO SCRUBBER PARTS,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,564.80
Valdez City School District,20,100,99,600,452,,CL  37998  27,AUTO SCRUBBER PARTS,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-564.80
Valdez City School District,20,100,99,600,452,,CL  37998  29,Refund for Unavailable Item,7/1/2019,5/18/2020,0620,  3164 BANK OF AMERICA,-56.97
Valdez City School District,20,100,99,600,452,,CL  37999   1,FOLDING GATE FOR HHES,7/1/2019,6/2/2020,0620,   759 GRAINGER ELECTRIC,283.02
Valdez City School District,20,100,99,600,452,,CL  37999   1,FOLDING GATE FOR HHES,7/1/2019,6/2/2020,0620,   759 GRAINGER ELECTRIC,-283.02
Valdez City School District,20,100,99,600,452,,CL  37999   4,THREADED QUICK LINK,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,116.00
Valdez City School District,20,100,99,600,452,,CL  37999   4,THREADED QUICK LINK,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,-116.00
Valdez City School District,20,100,99,600,452,,CL  37999   5,STEEL S HOOK,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,18.60
Valdez City School District,20,100,99,600,452,,CL  37999   5,STEEL S HOOK,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,-18.60
Valdez City School District,20,100,99,600,452,,CL  37999   6,CONSTRUCTION FILM 100ft,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,80.92
Valdez City School District,20,100,99,600,452,,CL  37999   6,CONSTRUCTION FILM 100ft,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,-80.92
Valdez City School District,20,100,99,600,452,,CL  37999   7,100ft. LOCK LINK CHAIN,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,213.60
Valdez City School District,20,100,99,600,452,,CL  37999   7,100ft. LOCK LINK CHAIN,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,-213.60
Valdez City School District,20,100,99,600,452,,CL  37999   8,DRY ERASE WHITE BOARD,7/1/2019,5/8/2020,0620,   759 GRAINGER ELECTRIC,"3,940.74"
Valdez City School District,20,100,99,600,452,,CL  37999   8,DRY ERASE WHITE BOARD,7/1/2019,5/8/2020,0620,   759 GRAINGER ELECTRIC,"-3,940.74"
Valdez City School District,20,100,99,600,452,,CL  37999   9,DRY ERASE WHITE BOARD,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,437.86
Valdez City School District,20,100,99,600,452,,CL  37999   9,DRY ERASE WHITE BOARD,7/1/2019,6/11/2020,0620,   759 GRAINGER ELECTRIC,-437.86
Valdez City School District,20,100,99,600,452,,CL  38005   1,SHIPPING & HANDLING,7/1/2019,6/9/2020,0620,"   536 PROCTOR SALES, INC.",54.19
Valdez City School District,20,100,99,600,452,,CL  38005   1,SHIPPING & HANDLING,7/1/2019,6/9/2020,0620,"   536 PROCTOR SALES, INC.",-54.19
Valdez City School District,20,100,99,600,452,,CL  38009  14,THIN ANGLE SASH BRUSH,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,11.52
Valdez City School District,20,100,99,600,452,,CL  38009  14,THIN ANGLE SASH BRUSH,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-11.52
Valdez City School District,20,100,99,600,452,,CL  38009  15,REPL EXCELSIOR BELT,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,79.92
Valdez City School District,20,100,99,600,452,,CL  38009  15,REPL EXCELSIOR BELT,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-79.92
Valdez City School District,20,100,99,600,452,,CL  38009  16,POSTAGE & HANDLING,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,14.60
Valdez City School District,20,100,99,600,452,,CL  38009  16,POSTAGE & HANDLING,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-14.60
Valdez City School District,20,100,99,600,452,,CL  38009  17,POWER ROLLER KIT,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,361.25
Valdez City School District,20,100,99,600,452,,CL  38009  17,POWER ROLLER KIT,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-361.25
Valdez City School District,20,100,99,600,452,,CL  38009  18,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,113.00
Valdez City School District,20,100,99,600,452,,CL  38009  18,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-113.00
Valdez City School District,20,100,99,600,452,,CL  38009  20,Refund for Xld Order,7/1/2019,6/19/2020,0620,  3164 BANK OF AMERICA,-564.80
Valdez City School District,20,100,99,600,452,,CL  38021   1,LOWES,7/1/2019,7/1/2019,0620,"  3682 CHAFER, CRAIG A",626.99
Valdez City School District,20,100,99,600,452,,CL  38021   1,LOWES,7/1/2019,7/1/2019,0620,"  3682 CHAFER, CRAIG A",-626.99
Valdez City School District,20,100,99,600,452,,CL  38021   6,"BRKFST, LUNCH & DINNER",7/1/2019,7/1/2019,0620,"  3682 CHAFER, CRAIG A",45.00
Valdez City School District,20,100,99,600,452,,CL  38021   6,"BRKFST, LUNCH & DINNER",7/1/2019,7/1/2019,0620,"  3682 CHAFER, CRAIG A",-45.00
Valdez City School District,20,100,99,600,452,,CL  38021   7,SHERWIN WILLIAMS,7/1/2019,7/1/2019,0620,"  3682 CHAFER, CRAIG A","1,487.20"
Valdez City School District,20,100,99,600,452,,CL  38021   7,SHERWIN WILLIAMS,7/1/2019,7/1/2019,0620,"  3682 CHAFER, CRAIG A","-1,487.20"
Valdez City School District,20,100,99,600,452,,CL  38022   1,"BKFST, LUNCH & DINNER",7/1/2019,7/1/2019,0620,"   169 NGUYEN, BINH T",45.00
Valdez City School District,20,100,99,600,452,,CL  38022   1,"BKFST, LUNCH & DINNER",7/1/2019,7/1/2019,0620,"   169 NGUYEN, BINH T",-45.00
Valdez City School District,20,100,99,600,452,,CL  38032   1,DRILL BIT AND SCREWS,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,12.07
Valdez City School District,20,100,99,600,452,,CL  38032   1,DRILL BIT AND SCREWS,7/1/2019,7/1/2019,0620,  3164 BANK OF AMERICA,-12.07
Valdez City School District,20,100,99,600,452,,JV   2303  42,,7/1/2019,7/1/2019,0620,,"-25,338.06"
Valdez City School District,20,100,99,600,452,,PO  57151   1,FOLDING GATE FOR HHES,7/1/2019,7/1/2019,0620,   759 GRAINGER ELECTRIC,283.02
Valdez City School District,20,100,99,600,452,,PO  57156   1,CONSTRUCTION FILM,7/1/2019,7/1/2019,0620,   759 GRAINGER ELECTRIC,60.69
Valdez City School District,20,100,99,600,452,,PO  57156   1,CONSTRUCTION FILM,7/1/2019,7/1/2019,0620,   759 GRAINGER ELECTRIC,-60.69
Valdez City School District,20,100,99,600,452,,PO  57157   1,SUPPLIES,7/1/2019,7/1/2019,0620,  3626 HOME DEPOT,166.91
Valdez City School District,20,100,99,600,452,,PO  57164   1,100ft. LOCK LINK CHAIN,7/1/2019,7/1/2019,0620,   759 GRAINGER ELECTRIC,213.60
Valdez City School District,20,100,99,600,452,,PO  57164   2,THREADED QUICK LINK,7/1/2019,7/1/2019,0620,   759 GRAINGER ELECTRIC,116.00
Valdez City School District,20,100,99,600,452,,PO  57164   3,STEEL S HOOK,7/1/2019,7/1/2019,0620,   759 GRAINGER ELECTRIC,18.60
Valdez City School District,20,100,99,600,452,,PO  57164   4,CONSTRUCTION FILM 100ft,7/1/2019,7/1/2019,0620,   759 GRAINGER ELECTRIC,80.92
Valdez City School District,20,100,99,600,452,,PO  57175   1,BATTERY FOR GMS DOOR,7/1/2019,7/1/2019,0620,   954 RADIO SHACK,34.99
Valdez City School District,20,100,99,600,452,,PO  57177   1,5/11/20 WO#34980,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",34.69
Valdez City School District,20,100,99,600,452,,PO  57177   2,5/11/20 WO#35993,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",16.11
Valdez City School District,20,100,99,600,452,,PO  57177   3,5/12/20 WO#36050,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",10.92
Valdez City School District,20,100,99,600,452,,PO  57177   4,5/13/20 WO#36067,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",6.45
Valdez City School District,20,100,99,600,452,,PO  57177   5,5/13/20 WO#36074,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",24.64
Valdez City School District,20,100,99,600,452,,PO  57177   6,5/13/20 WO#36092,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",10.92
Valdez City School District,20,100,99,600,452,,PO  57177   7,5/13/20 WO#36090,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",9.88
Valdez City School District,20,100,99,600,452,,PO  57177   8,5/13/20 WO#36089,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",8.74
Valdez City School District,20,100,99,600,452,,PO  57177   9,5/14/20 WO#36107,7/1/2019,7/1/2019,0620,"  1412 SOUTH CENTRAL HARDWARE,INC.",11.56
Valdez City School District,20,100,99,600,452,,PO  57178   1,5/27/20 WO#34980,7/1/2019,7/1/2019,0620,   245 HARRIS SAND & GRAVEL INC,22.97
Valdez City School District,20,100,99,600,452,,PO  57178   2,5/27/20 WO#36320,7/1/2019,7/1/2019,0620,   245 HARRIS SAND & GRAVEL INC,43.07
Valdez City School District,20,100,99,600,452,,PO  57180   1,PACKAGE RETURN,7/1/2019,7/1/2019,0620,  1294 UNITED STATES POST OFFICE,56.15
Valdez City School District,20,100,99,600,452,,PO  57181   1,ROCKWALL BELAYS SHIPPED,7/1/2019,7/1/2019,0620,"  3123 TORRES, MAGDA I",356.70
Valdez City School District,20,100,99,600,452,,PO  57183   1,CHLORINE 50 SPIN DISK,7/1/2019,7/1/2019,0620,  4095 LAMOTTE COMPANY,"1,950.00"
Valdez City School District,20,100,99,600,452,,PO  57183   2,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,  4095 LAMOTTE COMPANY,316.51
Valdez City School District,20,100,99,600,452,,PO  57197   1,10ft RATCHET 2-CT ORANGE,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,21.48
Valdez City School District,20,100,99,600,452,,PO  57197   2,SQUARE COVER,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,82.96
Valdez City School District,20,100,99,600,452,,PO  57197   3,INSQBOX 2-1/8 IND,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,111.18
Valdez City School District,20,100,99,600,452,,PO  57197   4,SIGMA 3/8 IN FLEX,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,109.92
Valdez City School District,20,100,99,600,452,,PO  57197   5,MC W/GRN GRND CLA,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,964.90
Valdez City School District,20,100,99,600,452,,PO  57197   6,4-IN SQBOX 2-1/8 IND,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,104.64
Valdez City School District,20,100,99,600,452,,PO  57197   7,4-IN SQUARE COVER FLAT,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,170.00
Valdez City School District,20,100,99,600,452,,PO  57197   8,PEGBOARD HOOK & OTHER ITE,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,314.24
Valdez City School District,20,100,99,600,452,,PO  57197   9,20 PC STEEL PEGBOARD,7/1/2019,7/1/2019,0620,  1824 LOWE'S HOME IMPROVEMENT,319.92
Valdez City School District,20,100,99,600,452,,PO  57199   1,PEDIATRIC PADZ II DEF,7/1/2019,7/1/2019,0620,  3896 AED SUPERSTORE,95.00
Valdez City School District,20,100,99,600,452,,PO  57199   2,DEFIBRILLATION  CPR SYSTE,7/1/2019,7/1/2019,0620,  3896 AED SUPERSTORE,169.00
Valdez City School District,20,100,99,600,452,,PO  57199   3,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,  3896 AED SUPERSTORE,129.94
Valdez City School District,20,100,99,600,452,,PO  57200   1,EVERBILT 2in ZINC PLATED,7/1/2019,7/1/2019,0620,  3626 HOME DEPOT,24.57
Valdez City School District,20,100,99,600,452,,PO  57200   2,EVERBILT 6in ZINC PLATED,7/1/2019,7/1/2019,0620,  3626 HOME DEPOT,32.40
Valdez City School District,20,100,99,600,452,,PO  57200   3,COBRA ANCHORS,7/1/2019,7/1/2019,0620,  3626 HOME DEPOT,141.18
Valdez City School District,20,100,99,600,452,,PO  57202   1,THIN ANGLE SASH BRUSH,7/1/2019,7/1/2019,0620,  3626 HOME DEPOT,11.52
Valdez City School District,20,100,99,600,452,,PO  57202   2,WHITEWOOD STUD/PLYWOOD,7/1/2019,7/1/2019,0620,  3626 HOME DEPOT,842.10
Valdez City School District,20,100,99,600,452,,PO  57202   3,PLYWOOD/KILN WHITEWOOD,7/1/2019,7/1/2019,0620,  3626 HOME DEPOT,493.64
Valdez City School District,20,100,99,600,452,,PO  57202   4,SANDED PLYWOOD & SCREWS,7/1/2019,7/1/2019,0620,  3626 HOME DEPOT,250.00
Valdez City School District,20,100,99,600,452,,PO  57206   1,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,"   536 PROCTOR SALES, INC.",54.19
Valdez City School District,20,100,99,600,452,,PO  57207   1,AUTO SCRUBBER PARTS,7/1/2019,7/1/2019,0620,"  3908 USA-CLEAN, INC.",564.80
Valdez City School District,20,100,99,600,452,,PO  57214   1,REPL EXCELSIOR BELT,7/1/2019,7/1/2019,0620,  1383 ROCKLER WOODWORKING & HARDWARE,79.92
Valdez City School District,20,100,99,600,452,,PO  57214   2,POSTAGE & HANDLING,7/1/2019,7/1/2019,0620,  1383 ROCKLER WOODWORKING & HARDWARE,14.60
Valdez City School District,20,100,99,600,452,,PO  57215   1,POWER ROLLER KIT,7/1/2019,7/1/2019,0620,    97 SHERWIN-WILLIAMS PAINT STORE,361.25
Valdez City School District,20,100,99,600,452,,PO  57215   2,SHIPPING & HANDLING,7/1/2019,7/1/2019,0620,    97 SHERWIN-WILLIAMS PAINT STORE,113.00
Valdez City School District,20,100,99,600,452,,PO  57225   1,LOWES,7/1/2019,7/1/2019,0620,"  3682 CHAFER, CRAIG A",626.99
