District_Name,Fiscal_Year,Fund_Code,Function_Code,School_Code,Program_Code,Object_Code,Account_Name,Description,Budget,Encumbrance,Amount,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_Year,BatchNo
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Alarm 14 KWH,0,0,24,10/15/2018,P,1900156,100023722,63111,,338,Golden Valley Electric Associa,10/3/2018,19,126
Delta/Greely School District,19,100,569,600,0,435,ENERGY,credit on account,0,0,-9.99,10/24/2018,P,MOA1907,1200008338,63208,,750,Crowley Petroleum Distribution,5450508,19,143
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS,0,0,8143.52,10/24/2018,P,MOA1907,1200008338,63204,,750,Crowley Petroleum Distribution,1149018,19,143
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,1745.04,10/24/2018,P,MOA1907,1200008338,63205,,750,Crowley Petroleum Distribution,1140157,19,143
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,872.52,10/24/2018,P,MOA1907,1200008338,63209,,750,Crowley Petroleum Distribution,1140163,19,143
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,218.13,10/24/2018,P,MOA1907,1200008338,63203,,750,Crowley Petroleum Distribution,1140531,19,143
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,363.56,10/24/2018,P,MOA1907,1200008338,63206,,750,Crowley Petroleum Distribution,1140530,19,143
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,367.31,10/24/2018,P,MOA1907,1200008338,63210,,750,Crowley Petroleum Distribution,1154003,19,143
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,367.31,10/24/2018,P,MOA1907,1200008338,63207,,750,Crowley Petroleum Distribution,1153995,19,143
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Maintenance Mod,0,0,201.49,10/26/2018,P,MOA1907,1200008358,63254,,750,Crowley Petroleum Distribution,1155014,19,148
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Maintenance Quonset,0,0,230.27,10/26/2018,P,MOA1907,1200008358,63253,,750,Crowley Petroleum Distribution,1155048,19,148
Delta/Greely School District,19,100,569,600,0,435,ENERGY,2018-2019 Wood Chips for Bioma,0,0,3927.1,10/26/2018,P,MOA1909,1200008367,63288,,1046,Logging and Milling Associates,3067,19,148
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,277.84,11/5/2018,P,MOA1907,1200008380,63317,,750,Crowley Petroleum Distribution,1161155,19,153
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,555.68,11/5/2018,P,MOA1907,1200008380,63318,,750,Crowley Petroleum Distribution,1161147,19,153
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG 3120 KWH,0,0,734,11/14/2018,P,1900156,100023793,63511,,338,Golden Valley Electric Associa,11/5/2018,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC 4960 KWH,0,0,1151,11/14/2018,P,1900156,100023793,63511,,338,Golden Valley Electric Associa,11/5/2018,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES 29600 KWH,0,0,6670,11/14/2018,P,1900156,100023793,63511,,338,Golden Valley Electric Associa,11/5/2018,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS 68160 kwh,0,0,13528,11/14/2018,P,1900156,100023793,63511,,338,Golden Valley Electric Associa,11/5/2018,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,ALARM 16 KWH,0,0,30,11/14/2018,P,1900156,100023793,63511,,338,Golden Valley Electric Associa,11/5/2018,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO 2484 KWH,0,0,590,11/14/2018,P,1900156,100023793,63511,,338,Golden Valley Electric Associa,11/5/2018,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,412.27,11/14/2018,P,MOA1907,1200008429,63485,,750,Crowley Petroleum Distribution,1163332,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,549.68,11/14/2018,P,MOA1907,1200008429,63487,,750,Crowley Petroleum Distribution,1163331,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,575.68,11/14/2018,P,MOA1907,1200008429,63486,,750,Crowley Petroleum Distribution,1150815,19,165
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,1154.33,11/20/2018,P,MOA1907,1200008458,63597,,750,Crowley Petroleum Distribution,1167180,19,187
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,404.77,11/20/2018,P,MOA1907,1200008458,63595,,750,Crowley Petroleum Distribution,1167232,19,187
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,564.24,11/20/2018,P,MOA1907,1200008458,63596,,750,Crowley Petroleum Distribution,1167231,19,187
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,681.61,11/20/2018,P,MOA1907,1200008458,63598,,750,Crowley Petroleum Distribution,1167173,19,187
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,6392.69,11/29/2018,P,MOA1907,1200008484,63662,,750,Crowley Petroleum Distribution,1172972,19,200
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,506.05,11/29/2018,P,MOA1907,1200008484,63660,,750,Crowley Petroleum Distribution,1176444,19,200
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,319.61,11/29/2018,P,MOA1907,1200008484,63661,,750,Crowley Petroleum Distribution,1176446,19,200
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,752.52,12/4/2018,P,MOA1907,1200008501,63723,,750,Crowley Petroleum Distribution,1174304,19,212
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Maint Mod,0,0,275.93,12/4/2018,P,MOA1907,1200008501,63722,,750,Crowley Petroleum Distribution,1173778,19,212
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Quonset,0,0,275.93,12/4/2018,P,MOA1907,1200008501,63726,,750,Crowley Petroleum Distribution,1173810,19,212
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,376.27,12/4/2018,P,MOA1907,1200008501,63725,,750,Crowley Petroleum Distribution,1178069,19,212
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,438.97,12/4/2018,P,MOA1907,1200008501,63724,,750,Crowley Petroleum Distribution,1178071,19,212
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,330.18,12/12/2018,P,MOA1907,1200008534,63800,,750,Crowley Petroleum Distribution,1183121,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,471.68,12/12/2018,P,MOA1907,1200008534,63799,,750,Crowley Petroleum Distribution,1183135,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,3954.8,12/12/2018,P,MOA1907,1200008534,63801,,750,Crowley Petroleum Distribution,1183771,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS,0,0,824.5,12/12/2018,P,MOA1907,1200008534,63798,,750,Crowley Petroleum Distribution,1173737,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG 3520 KWH,0,0,759,12/12/2018,P,1900156,1200008537,63807,,338,Golden Valley Electric Associa,12/5/2018,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS 70680 KWH,0,0,12815,12/12/2018,P,1900156,1200008537,63807,,338,Golden Valley Electric Associa,12/5/2018,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,ALARM 17 KWH,0,0,30,12/12/2018,P,1900156,1200008537,63807,,338,Golden Valley Electric Associa,12/5/2018,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC 5200 KWH,0,0,1109,12/12/2018,P,1900156,1200008537,63807,,338,Golden Valley Electric Associa,12/5/2018,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES 30400 KWH,0,0,6092,12/12/2018,P,1900156,1200008537,63807,,338,Golden Valley Electric Associa,12/5/2018,19,224
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,471.68,12/18/2018,P,MOA1907,1200008557,63895,,750,Crowley Petroleum Distribution,1183789,19,231
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,294.81,12/18/2018,P,MOA1907,1200008557,63894,,750,Crowley Petroleum Distribution,1183790,19,231
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,646.19,12/18/2018,P,MOA1907,1200008557,63893,,750,Crowley Petroleum Distribution,1183780,19,231
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO 3391 KWH,0,0,732,12/18/2018,P,1900156,1200008562,63913,,338,Golden Valley Electric Associa,12/6/2018,19,231
Delta/Greely School District,19,100,569,600,0,435,ENERGY,2018-2019 Wood Chips for Bioma,0,0,4561.83,12/20/2018,P,MOA1909,1200008581,63975,,1046,Logging and Milling Associates,3070,19,234
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,347.77,1/7/2019,P,MOA1907,1200008597,64008,,750,Crowley Petroleum Distribution,1191170,19,242
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,476.2,1/7/2019,P,MOA1907,1200008597,64009,,750,Crowley Petroleum Distribution,1191166,19,242
Delta/Greely School District,19,100,569,600,0,435,ENERGY,2018-2019 Wood Chips for Bioma,0,0,5084.56,1/7/2019,P,MOA1909,1200008605,64043,,1046,Logging and Milling Associates,3071,19,242
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Quonset,0,0,231.84,1/10/2019,P,MOA1907,1200008616,64081,,750,Crowley Petroleum Distribution,1191535,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,288.4,1/10/2019,P,MOA1907,1200008616,64083,,750,Crowley Petroleum Distribution,1198011,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,370.94,1/10/2019,P,MOA1907,1200008616,64084,,750,Crowley Petroleum Distribution,1194593,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,463.68,1/10/2019,P,MOA1907,1200008616,64079,,750,Crowley Petroleum Distribution,1194595,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,488.05,1/10/2019,P,MOA1907,1200008616,64077,,750,Crowley Petroleum Distribution,1198012,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,610.06,1/10/2019,P,MOA1907,1200008616,64078,,750,Crowley Petroleum Distribution,1198035,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,1066.46,1/10/2019,P,MOA1907,1200008616,64082,,750,Crowley Petroleum Distribution,1191590,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,1593.67,1/10/2019,P,MOA1907,1200008616,64086,,750,Crowley Petroleum Distribution,1194906,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,3266.16,1/10/2019,P,MOA1907,1200008616,64080,,750,Crowley Petroleum Distribution,1194825,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Maintenance Mod,0,0,231.84,1/10/2019,P,MOA1907,1200008616,64085,,750,Crowley Petroleum Distribution,1191503,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC 4640 KWH,0,0,1029,1/10/2019,P,1900156,1200008622,64113,,338,Golden Valley Electric Associa,01/03/19 #1,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,VO/AG 3440 KWH,0,0,770,1/10/2019,P,1900156,1200008622,64116,,338,Golden Valley Electric Associa,01/03/19 #1,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO 2963 KWH,0,0,667,1/10/2019,P,1900156,1200008622,64117,,338,Golden Valley Electric Associa,01/03/19 #1,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,ALARM 15 KWH,0,0,30,1/10/2019,P,1900156,1200008622,64112,,338,Golden Valley Electric Associa,01/03/19 #1,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES 25120 KWH,0,0,6008,1/10/2019,P,1900156,1200008622,64114,,338,Golden Valley Electric Associa,01/03/19 #1,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS 67680 KWH,0,0,13104,1/10/2019,P,1900156,1200008622,64115,,338,Golden Valley Electric Associa,01/03/19 #1,19,250
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,6187.21,1/30/2019,P,MOA1907,1200008701,64410,,750,Crowley Petroleum Distribution,1207240,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,521.05,1/30/2019,P,MOA1907,1200008701,64414,,750,Crowley Petroleum Distribution,1204093,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,567.11,1/30/2019,P,MOA1907,1200008701,64419,,750,Crowley Petroleum Distribution,1198380,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,532.9,1/30/2019,P,MOA1907,1200008701,64413,,750,Crowley Petroleum Distribution,1212162,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,521.74,1/30/2019,P,MOA1907,1200008701,64417,,750,Crowley Petroleum Distribution,1198381,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,592.11,1/30/2019,P,MOA1907,1200008701,64412,,750,Crowley Petroleum Distribution,1212161,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,2150.22,1/30/2019,P,MOA1907,1200008701,64418,,750,Crowley Petroleum Distribution,1198029,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,1657.88,1/30/2019,P,MOA1907,1200008701,64411,,750,Crowley Petroleum Distribution,1207246,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,1397.79,1/30/2019,P,MOA1907,1200008701,64416,,750,Crowley Petroleum Distribution,1203427,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,686.84,1/30/2019,P,MOA1907,1200008701,64415,,750,Crowley Petroleum Distribution,1204092,19,290
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,473.68,2/5/2019,P,MOA1907,1200008722,64466,,750,Crowley Petroleum Distribution,1215107,19,295
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,290.84,2/5/2019,P,MOA1907,1200008722,64467,,750,Crowley Petroleum Distribution,1215111,19,295
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,1657.41,2/13/2019,P,MOA1907,1200008762,64667,,750,Crowley Petroleum Distribution,1218270,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,955.36,2/13/2019,P,MOA1907,1200008762,64664,,750,Crowley Petroleum Distribution,1218816,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,597.11,2/13/2019,P,MOA1907,1200008762,64665,,750,Crowley Petroleum Distribution,1218846,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,358.27,2/13/2019,P,MOA1907,1200008762,64663,,750,Crowley Petroleum Distribution,1218847,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Maint Mod,0,0,355.27,2/13/2019,P,MOA1907,1200008762,64666,,750,Crowley Petroleum Distribution,1211927,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Quonset,0,0,355.27,2/13/2019,P,MOA1907,1200008762,64662,,750,Crowley Petroleum Distribution,1211959,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES 34400 KWH,0,0,7415,2/13/2019,P,1900156,1200008766,64673,,338,Golden Valley Electric Associa,02/05/19 15,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC 4960 KWH,0,0,1099,2/13/2019,P,1900156,1200008766,64674,,338,Golden Valley Electric Associa,02/05/19 15,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO 3962 KWH,0,0,883,2/13/2019,P,1900156,1200008766,64678,,338,Golden Valley Electric Associa,02/05/19 15,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG 3520 KWH,0,0,787,2/13/2019,P,1900156,1200008766,64676,,338,Golden Valley Electric Associa,02/05/19 15,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,ALARM 16 KWH,0,0,30,2/13/2019,P,1900156,1200008766,64677,,338,Golden Valley Electric Associa,02/05/19 15,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS 76920 KWH,0,0,14500,2/13/2019,P,1900156,1200008766,64675,,338,Golden Valley Electric Associa,02/05/19 15,19,320
Delta/Greely School District,19,100,569,600,0,435,ENERGY,2018-2019 Wood Chips for Bioma,0,0,5675.15,2/22/2019,P,MOA1909,1200008809,64785,,1046,Logging and Milling Associates,3072,19,340
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,614.61,2/27/2019,P,MOA1907,1200008821,64806,,750,Crowley Petroleum Distribution,1227241,19,350
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,326.49,2/27/2019,P,MOA1907,1200008821,64804,,750,Crowley Petroleum Distribution,1222714,19,350
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,423.22,2/27/2019,P,MOA1907,1200008821,64803,,750,Crowley Petroleum Distribution,1222713,19,350
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,509.68,2/27/2019,P,MOA1907,1200008821,64802,,750,Crowley Petroleum Distribution,1227412,19,350
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,5457.65,2/27/2019,P,MOA1907,1200008821,64805,,750,Crowley Petroleum Distribution,1227335,19,350
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,540.85,2/27/2019,P,MOA1907,1200008821,64807,,750,Crowley Petroleum Distribution,1227411,19,350
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,573.4,3/4/2019,P,MOA1907,1200008837,64866,,750,Crowley Petroleum Distribution,1230213,19,360
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,318.56,3/4/2019,P,MOA1907,1200008837,64865,,750,Crowley Petroleum Distribution,1230214,19,360
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Quonset,0,0,254.84,3/4/2019,P,MOA1907,1200008837,64867,,750,Crowley Petroleum Distribution,1230172,19,360
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Maint Mod,0,0,254.84,3/4/2019,P,MOA1907,1200008837,64868,,750,Crowley Petroleum Distribution,1230139,19,360
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,3678.1,3/13/2019,P,MOA1907,1200008872,64992,,750,Crowley Petroleum Distribution,1235728,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,764.77,3/13/2019,P,MOA1907,1200008872,64991,,750,Crowley Petroleum Distribution,1235736,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,382.27,3/13/2019,P,MOA1907,1200008872,64989,,750,Crowley Petroleum Distribution,1230045,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,445.97,3/13/2019,P,MOA1907,1200008872,64990,,750,Crowley Petroleum Distribution,1236044,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC 4280 KWH,0,0,1015,3/13/2019,P,1900156,1200008876,65009,,338,Golden Valley Electric Associa,03/05/19 15,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES 29840 KWH,0,0,7197,3/13/2019,P,1900156,1200008876,65011,,338,Golden Valley Electric Associa,03/05/19 15,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS 70320 KWH,0,0,14494,3/13/2019,P,1900156,1200008876,65008,,338,Golden Valley Electric Associa,03/05/19 15,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO 3344 KWH,0,0,799,3/13/2019,P,1900156,1200008876,65013,,338,Golden Valley Electric Associa,03/05/18 15,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG 3120 KWH,0,0,747,3/13/2019,P,1900156,1200008876,65012,,338,Golden Valley Electric Associa,03/05/19 15,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,ALARM 15 KWH,0,0,30,3/13/2019,P,1900156,1200008876,65010,,338,Golden Valley Electric Associa,03/05/19 15,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,2018-2019 Wood Chips for Bioma,0,0,4308.2,3/13/2019,P,MOA1909,1200008880,65018,,1046,Logging and Milling Associates,3073,19,368
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,823.65,4/1/2019,P,MOA1907,1200008913,65129,,750,Crowley Petroleum Distribution,1247191,19,388
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,572.34,4/1/2019,P,MOA1907,1200008913,65128,,750,Crowley Petroleum Distribution,1243959,19,388
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,466.91,4/1/2019,P,MOA1907,1200008913,65133,,750,Crowley Petroleum Distribution,1243965,19,388
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,318.56,4/1/2019,P,MOA1907,1200008913,65126,,750,Crowley Petroleum Distribution,1242634,19,388
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,256.37,4/1/2019,P,MOA1907,1200008913,65125,,750,Crowley Petroleum Distribution,1242162,19,388
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,201.47,4/1/2019,P,MOA1907,1200008913,65130,,750,Crowley Petroleum Distribution,1243966,19,388
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Maint Mod,0,0,99.54,4/1/2019,P,MOA1907,1200008913,65131,,750,Crowley Petroleum Distribution,1246007,19,388
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,1322.58,4/1/2019,P,MOA1907,1200008913,65127,,750,Crowley Petroleum Distribution,1243951,19,388
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,437.48,4/5/2019,P,MOA1907,1200008930,65197,,750,Crowley Petroleum Distribution,1252946,19,400
Delta/Greely School District,19,100,569,600,0,435,ENERGY,2018-2019 Wood Chips for Bioma,0,0,2642.9,4/5/2019,P,MOA1909,1200008942,65232,,1046,Logging and Milling Associates,3077,19,400
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,444.83,4/10/2019,P,MOA1907,1200008955,65250,,750,Crowley Petroleum Distribution,1254945,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,508.93,4/10/2019,P,MOA1907,1200008955,65251,,750,Crowley Petroleum Distribution,1251311,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,534.12,4/10/2019,P,MOA1907,1200008955,65252,,750,Crowley Petroleum Distribution,1254962,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,947.67,4/10/2019,P,MOA1907,1200008955,65253,,750,Crowley Petroleum Distribution,1251303,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES 25040 KWH,0,0,6536,4/10/2019,P,1900156,1200008963,65267,,338,Golden Valley Electric Associa,04/02/19 15,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS 64800 KWH,0,0,13399,4/10/2019,P,1900156,1200008963,65269,,338,Golden Valley Electric Associa,04/02/19 15,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO 3273 KWH,0,0,782,4/10/2019,P,1900156,1200008963,65272,,338,Golden Valley Electric Associa,04/02/19 15,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,ALARM 16 KWH,0,0,30,4/10/2019,P,1900156,1200008963,65271,,338,Golden Valley Electric Associa,04/02/19 15,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG 2880 KWH,0,0,692,4/10/2019,P,1900156,1200008963,65270,,338,Golden Valley Electric Associa,04/02/19 15,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC 4160 KWH,0,0,987,4/10/2019,P,1900156,1200008963,65268,,338,Golden Valley Electric Associa,04/02/19 15,19,404
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES,0,0,2370.43,4/23/2019,P,MOA1907,1200008999,65404,,750,Crowley Petroleum Distribution,1259458,19,420
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Generator Standby,0,0,172.42,4/23/2019,P,MOA1907,1200008999,65402,,750,Crowley Petroleum Distribution,1258387,19,420
Delta/Greely School District,19,100,569,600,0,435,ENERGY,Quonset,0,0,229.28,4/23/2019,P,MOA1907,1200008999,65403,,750,Crowley Petroleum Distribution,1258302,19,420
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,332.66,4/23/2019,P,MOA1907,1200008999,65399,,750,Crowley Petroleum Distribution,1259453,19,420
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,399.52,4/23/2019,P,MOA1907,1200008999,65401,,750,Crowley Petroleum Distribution,1259440,19,420
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,599.27,4/23/2019,P,MOA1907,1200008999,65400,,750,Crowley Petroleum Distribution,1259451,19,420
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,375.68,5/10/2019,P,MOA1907,1200009079,65625,,750,Crowley Petroleum Distribution,1267530,19,458
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,805.02,5/10/2019,P,MOA1907,1200009079,65624,,750,Crowley Petroleum Distribution,1267528,19,458
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,126.39,5/10/2019,P,MOA1907,1200009079,65623,,750,Crowley Petroleum Distribution,1267400,19,458
Delta/Greely School District,19,100,569,600,0,435,ENERGY,ALARM 16 KWH,0,0,30,5/16/2019,P,1900156,1200009105,65745,,338,Golden Valley Electric Associa,05/02/19 15,19,465
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG 3040 KWH,0,0,728,5/16/2019,P,1900156,1200009105,65746,,338,Golden Valley Electric Associa,05/02/19 15,19,465
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC 3600 KWH,0,0,858,5/16/2019,P,1900156,1200009105,65744,,338,Golden Valley Electric Associa,05/02/19 15,19,465
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO 3060 KWH,0,0,733,5/16/2019,P,1900156,1200009105,65747,,338,Golden Valley Electric Associa,05/02/19 15,19,465
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS 56040 KWH,0,0,11885,5/16/2019,P,1900156,1200009105,65743,,338,Golden Valley Electric Associa,05/02/19 15,19,465
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DES 26320 KWH,0,0,6678,5/16/2019,P,1900156,1200009105,65742,,338,Golden Valley Electric Associa,05/06/19 15,19,465
Delta/Greely School District,19,100,569,600,0,435,ENERGY,AG,0,0,738.02,5/24/2019,P,MOA1907,1200009158,65887,,750,Crowley Petroleum Distribution,1276144,19,477
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS,0,0,5902.78,5/24/2019,P,MOA1907,1200009158,65884,,750,Crowley Petroleum Distribution,1276148,19,477
Delta/Greely School District,19,100,569,600,0,435,ENERGY,CAC,0,0,546.41,5/24/2019,P,MOA1907,1200009158,65885,,750,Crowley Petroleum Distribution,1274512,19,477
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DO,0,0,300.4,5/24/2019,P,MOA1907,1200009158,65886,,750,Crowley Petroleum Distribution,1276140,19,477
Delta/Greely School District,19,100,569,600,0,435,ENERGY,DHS,0,0,4236.78,6/4/2019,P,MOA1907,1200009199,66030,,750,Crowley Petroleum Distribution,1280007,19,494
