District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Account_Name,Demo_Desc,Date,Description,Debit,Credit,Amount
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,25.53,,25.53
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,47.84,,47.84
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,39.99,,39.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,46.47,,46.47
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,140.98,,140.98
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,371.5,,371.5
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,16.8,,16.8
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,247.5,,247.5
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,149.9,,149.9
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,67.5,,67.5
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,55.95,,55.95
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,9.99,,9.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,259.47,,259.47
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,149.99,,149.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,129.47,,129.47
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,111.48,,111.48
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,103.56,,103.56
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,103.56,-103.56
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,928.41,-928.41
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,81.43,,81.43
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,14.99,,14.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,23.8,,23.8
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"ANDERSON, KRISTEN 
Invoices 4/20, 4/20",472.53,,472.53
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"NSBA-REGISTRATION 
FY20-21 Membership",150,,150
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,100.98,,100.98
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,214.99,,214.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,160.11,-160.11
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"AMAZON DIRECT 
Invoices 365/CM67806, 375/833/753/556/753, 564/654, 578/CM67806, 597/584, 676/534/395, 699/668, 736","3,894.18",,3894.18
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"LOVEJOY, ELLE 
Invoices 3/20, 3/6, 3/6, 3/6, 3/6","2,712.74",,2712.74
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,339.7,-339.7
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"ALASKA COMMUNICATION SYSTEMS 
District Office/VTE",376.89,,376.89
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,699.52,-699.52
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"MUNSON, COURTNEY 
Invoices 4/16, 4/16","1,189.20",,1189.2
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,290,,290
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,11.99,,11.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"RAINBOW RESOURCE CENTER 
Gibbs Curr. Materials",268.93,,268.93
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,99,,99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,558.27,,558.27
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,585,-585
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"JONES, DARLA 
Invoices 4/14, 4/21",545.72,,545.72
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"BofA Charges 
AIMS",,25.53,-25.53
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"KIWICO, INC 
Bailey Curr. Materials",209.95,,209.95
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,268.99,,268.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"AK GRAD 
Gibbs Lessons",450,,450
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,97.55,,97.55
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,109.41,,109.41
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,130.98,,130.98
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"GONDEK, RACHEL 
Invoices 4/20, 4/20","1,260.27",,1260.27
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"XEROX FINANCIAL SVCS 
VTE Copier 
Contract #020-0092829-001",331.25,,331.25
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"GCI 
Whittier 
Acct#1001536352",183,,183
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"A+ CONFERENCING 
Invoices 337/338/259, 4805534",235.21,,235.21
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"DOJER LTD 
Fuel","39,304.35",,39304.35
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,159.92,-159.92
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"COSTCO 
Membership",240,,240
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"LAKESHORE LEARNING MATERIALS 
Invoices 3462250420, 3462430420, 3821450420","2,055.07",,2055.07
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,140,,140
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"CHAPMAN, ROBIN 
Invoices 2/1, 2/1",330,,330
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,11.99,-11.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"DICK BLICK ART MATERIALS 
Halsey Curr. Materials",375.18,,375.18
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,109.41,-109.41
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,130,,130
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,23.8,-23.8
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,81.43,-81.43
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,99,-99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,120,,120
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,149.99,-149.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,BofA Charges,,358.2,-358.2
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,,"10,000.00",-10000
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"REEVES, ANNIE 
MOA - Whittier Student Council Adviser",,"2,000.00",-2000
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"TAUTA, ELISAPETA 
MOA - Whittier Kids Gym",,281.25,-281.25
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,REDACTED,"10,000.00",,10000
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"BANK OF AMERICA - VISA 
March","2,065.21",,2065.21
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"REEVES, ANNIE 
MOA - Whittier Student Council Adviser","2,000.00",,2000
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"TAUTA, ELISAPETA 
MOA - Whittier Kids Gym",281.25,,281.25
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/22/2020,"BANK OF AMERICA - VISA 
March",,"2,065.21",-2065.21
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/24/2020,"BofA Charges 
Rosetta Stone - Gibbs Curr. Materials",,191.76,-191.76
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,182.39,-182.39
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,535.1,,535.1
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"ENCHANTED FOREST 
Behr Curr. Materials",,200,-200
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"ENCHANTED FOREST 
Invoices 2042, 2043, 2047, 2063, 2064",863,,863
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,291.67,,291.67
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"ENCHANTED FOREST 
St. George Curr. Materials",,172,-172
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"RAINBOW RESOURCE CENTER 
Invoices 2886258, 2907739",587.02,,587.02
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,82.52,,82.52
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"SJOBLOM, JAMES 
Invoices 3/17, 3/17, 3/23, 4/7","1,697.44",,1697.44
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"ENSTAR NATURAL GAS COMPANY 
Vanguard",861.82,,861.82
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,936.9,,936.9
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"EVAN-MOOR ED PUBLISHER 
Short Curr. Materials",173.92,,173.92
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,182.39,,182.39
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"GEOGRAPHY MATTERS 
Short Curr. Materials",216.62,,216.62
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,413.27,,413.27
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"MINDPLAY 
Jones Subscription",150,,150
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"WOLMAN, SARA 
CHILD MOA","1,361.13",,1361.13
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,356.87,,356.87
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,60,,60
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,614,,614
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,15,,15
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,79.99,,79.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"JOSTENS 
Grad Supplies",852,,852
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,"1,227.37",,1227.37
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,603.45,,603.45
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,327.86,,327.86
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,308.34,,308.34
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,59.7,,59.7
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,59.85,,59.85
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,291.67,-291.67
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,59.7,-59.7
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"AK GRAD 
French Lessons",,700,-700
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,590.81,-590.81
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,314.49,-314.49
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"ENSTAR NATURAL GAS COMPANY 
Vanguard",,861.82,-861.82
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,200,-200
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,779.91,-779.91
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,15,-15
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"ENCHANTED FOREST 
St. George Curr. Materials",,323,-323
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,936.9,-936.9
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,308.34,-308.34
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,59.7,-59.7
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"WOLMAN, SARA 
CHILD MOA",,"1,361.13",-1361.13
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,172.96,-172.96
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,603.45,-603.45
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,29.13,-29.13
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,535.1,-535.1
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,123.48,-123.48
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"RAINBOW RESOURCE CENTER 
Short Curr. Materials",,164.88,-164.88
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,327.86,-327.86
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,356.87,-356.87
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"RAINBOW RESOURCE CENTER 
Butler Curr. Materials",,422.14,-422.14
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,60,-60
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"JOSTENS 
Grad Supplies",,852,-852
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"AK GRAD 
French Lessons",,675,-675
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,79.99,-79.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,"1,074.76",-1074.76
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"MINDPLAY 
Jones Subscription",,150,-150
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,59.85,-59.85
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,"1,036.24",-1036.24
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"AK GRAD 
Invoices 2020.274, 2020.275","1,375.00",,1375
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"BARNES & NOBLE 
Gibbs Curr. Materials",118.09,,118.09
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,172.96,,172.96
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,292,-292
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"AASB 
Policy Update","2,735.00",,2735
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,457.03,-457.03
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"A+ CONFERENCING 
Teleconferences",15.29,,15.29
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,248.68,-248.68
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"ENCHANTED FOREST 
Poe Curr. Materials",,79,-79
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,403.04,-403.04
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,59.7,,59.7
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,117.93,-117.93
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,"2,450.69",,2450.69
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,614,-614
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"AASB 
Policy Update",,"2,735.00",-2735
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,413.27,-413.27
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"A+ CONFERENCING 
Teleconferences",,15.29,-15.29
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"BARNES & NOBLE 
Gibbs Curr. Materials",,118.09,-118.09
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"GEOGRAPHY MATTERS 
Short Curr. Materials",,216.62,-216.62
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"EVAN-MOOR ED PUBLISHER 
Short Curr. Materials",,173.92,-173.92
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,,82.52,-82.52
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,"ENCHANTED FOREST 
Ziesmer Curr. Materials",,89,-89
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/27/2020,REDACTED,292,,292
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,"1,416.71",-1416.71
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,"1,866.49",-1866.49
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,"1,200.00",-1200
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,202.5,-202.5
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,216,-216
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,581.93,,581.93
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,365.93,-365.93
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,"1,063.08",-1063.08
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,"MEGHALAXTECH SOFTWARE 
AIMS 
January - December 2020",,"7,500.00",-7500
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,"AE DATA, INC 
AIMS",,"1,200.00",-1200
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,"1,063.08",,1063.08
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,"1,800.00",,1800
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,250,-250
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,250,,250
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,"MEGHALAXTECH SOFTWARE 
AIMS 
January - December 2020","7,500.00",,7500
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,"1,866.49",,1866.49
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,202.5,,202.5
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,"AE DATA, INC 
AIMS","1,200.00",,1200
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,"2,616.71",,2616.71
Chugach School District,20,100,710,0,0,0,Accounts Payable,,4/28/2020,REDACTED,,"1,800.00",-1800
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/5/2020,REDACTED,,150,-150
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/6/2020,REDACTED,,75.98,-75.98
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/6/2020,"BofA Charges 
Teacher Appreciation",,717.53,-717.53
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"DICK BLICK ART MATERIALS 
Halsey Curr. Materials",21.75,,21.75
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"MARTIN, ALLISON 
Invoices 4/29, 5/5","1,210.00",,1210
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"MASS MUTUAL 
Pay period ending 4/30/2020 - 457 Ded","9,605.35",,9605.35
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"MCKEEHAN, MANUS 
Invoices April, April, April",460,,460
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,203.75,,203.75
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,261,,261
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,214.3,,214.3
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,39.4,,39.4
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,"1,635.54",,1635.54
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,686,,686
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"QUADIENT 
Postage - District Office",902,,902
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"REDMOND-GARVEY, LINDSEY 
Conway Lessons 
Jan. 7 - May 20",375,,375
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,"1,410.95",,1410.95
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,320,,320
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,"2,432.81",,2432.81
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,941.73,,941.73
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,35.05,,35.05
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"DENALI SERVICES 
Vanguard",515,,515
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,497.44,,497.44
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,400,,400
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,216.38,,216.38
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,209.95,,209.95
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"DOLLYWOOD FOUNDATION 
Books",15.84,,15.84
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,502.5,,502.5
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,812.46,,812.46
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"ENSTAR NATURAL GAS COMPANY 
Whittier","2,072.64",,2072.64
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,165,,165
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,725.48,,725.48
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,75.98,,75.98
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,636.6,,636.6
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"GCI 
Internet","7,010.20",,7010.2
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,99,,99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,150,,150
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,120,,120
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"GUARDIAN SECURITY 
District Office/Whittier",156,,156
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,75,,75
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,750.72,,750.72
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,661.07,,661.07
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,121.62,,121.62
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"SERRC 
FY20 SPED Contract","2,653.63",,2653.63
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,75,,75
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,"1,351.06",,1351.06
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,150,,150
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,"1,071.26",,1071.26
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,236.29,,236.29
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,233.99,,233.99
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"UNUM 
Pay period ending 4/30/2020 - LifeBenefit, Optional Life",271.05,,271.05
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"ARCTIC ENGINEERING 
Front Street Inspection",,800,-800
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,,"6,055.00",-6055
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,,59.95,-59.95
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,"11,914.36",,11914.36
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,629.96,,629.96
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"UNUM 
Pay period ending 4/30/2020 - LifeBenefit, Optional Life",,11.75,-11.75
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"XEROX CORPORATION 
District Office Copy Machine",320.61,,320.61
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"WELLS FARGO 
April Payroll Entry",,"31,431.80",-31431.8
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,,9,-9
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"TEACHER'S RETIREMENT SYSTEM 
April Payroll Entry",,"31,434.95",-31434.95
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"PUBLIC EMPLOYEE RETIREMENT SYSTEM 
April Payroll Entry",,"21,519.24",-21519.24
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,452.59,,452.59
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,224.97,,224.97
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,"ARCTIC ENGINEERING 
Front Street Inspection",800,,800
Chugach School District,20,100,710,0,0,0,Accounts Payable,,5/8/2020,REDACTED,"1,054.64",,1054.64
