District_Name,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code,Account_Name,Description,Budget,Encumbrance,Amount,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_Year,BatchNo
Copper River School District,20,100,99,550,0,367,PERS DC,05/15/2020 PAYROLL LABOR DIST,0,0,2271.1,5/29/2020,J,1414, , ,,         ,                              ,                   ,20,370
Copper River School District,20,100,99,550,0,367,PERS DC,06/15/2020 PAYROLL - LABOR DIS,0,0,2228.58,6/30/2020,J,1433, , ,,         ,                              ,                   ,20,401
Copper River School District,20,100,99,550,0,410,PROFESSIONAL/TECHNICAL,District Wide,36500,0,0,2/14/2020,B,581, , ,,         ,                              ,                   ,20,269
Copper River School District,20,100,99,550,0,410,PROFESSIONAL/TECHNICAL,AASB - SUPT SEARCH,0,0,-277.24,3/19/2020,R,1632, , ,Cash Customer,         ,                              ,                   ,20,313
Copper River School District,20,100,99,550,0,410,PROFESSIONAL/TECHNICAL,TIMI TULLIS FOLLOWUP,0,0,1154.73,2/10/2020,P,,WA00079619,38485,,383,ASSOCIATION OF ALASKA SCHOOL B,18153,20,259
Copper River School District,20,100,99,550,0,412,AUDITING & ACCOUNTING,District Wide,30000,0,0,2/14/2020,B,581, , ,,         ,                              ,                   ,20,269
Copper River School District,20,100,99,550,0,412,AUDITING & ACCOUNTING,PROGRESS BILLING - AUDIT,0,0,10654.12,9/16/2019,P,,WA00078948,36912,,47562,"BDO USA, LLP                  ",1181649,20,57
Copper River School District,20,100,99,550,0,412,AUDITING & ACCOUNTING,AUDIT PROGRESS BILLING,0,0,20000,9/26/2019,P,,WA00079048,37134,,47562,"BDO USA, LLP                  ",1193890,20,71
Copper River School District,20,100,99,550,0,412,AUDITING & ACCOUNTING,AUDIT,0,0,11722.02,10/29/2019,P,,WA00079187,37485,,47562,"BDO USA, LLP                  ",1216064,20,109
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,District Wide,20000,0,0,2/14/2020,B,581, , ,,         ,                              ,                   ,20,269
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,3801,9/16/2019,P,,WA00078979,36948,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",212131,20,57
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,835.14,9/17/2019,P,,WA00079030,37113,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",212829,20,63
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,1050,10/29/2019,P,,WA00079215,37525,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",213399,20,109
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,4415.4,12/27/2019,P,,WA00079420,38025,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",214443,20,174
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,2016,1/15/2020,P,,WA00079507,38213,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",214909,20,218
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,3622.5,2/19/2020,P,,WA00079696,38639,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",215680,20,274
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,4455,3/23/2020,P,,WA00079793,38889,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",216417,20,315
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,2337.5,4/21/2020,P,,WA00079876,39094,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",217250,20,337
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,652.5,6/10/2020,P,,WA00079989,39349,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",218274,20,390
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,LEGAL SERVICES,0,0,3217.5,6/30/2020,P,,WA00080045,39506,,1439,"JERMAIN, DUNNAGAN & OWENS P.C.",218916,20,407
Copper River School District,20,100,99,550,0,414,LEGAL SERVICES,FY20 PAYABLES,0,0,877.5,6/30/2020,J,1454, , ,,         ,                              ,                   ,20,440
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,District Wide,5000,0,0,2/14/2020,B,581, , ,,         ,                              ,                   ,20,269
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,ALASBO REFUND,0,0,-75,12/7/2019,R,1592, , ,Cash Customer,         ,                              ,                   ,20,187
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,K GEARHART - MLG REIMBURSEMENT,0,0,-200,12/20/2019,R,1595, , ,Cash Customer,         ,                              ,                   ,20,187
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,REIMBURSEMENT - POWERSCHOOL TR,0,0,134.4,8/15/2019,P,,WA00078859,36727,,54003,"MCCONNELL-EDWARDS, CHARITY    ", 08-15-2019_       ,20,30
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,APEI HR SEMINAR - PER DIEM,0,0,135,10/7/2019,P,,WA00079138,37331,,50202,"STICKNEY, NAOMI               ", NS TRAVEL -       ,20,84
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,"PRE-CONFERENCE DECEMBER 3, 201",0,0,100,10/30/2019,P,20001140,WA00079183,37561,,443,ALASKA ASSOCIATION OF SCHOOL B, P9NWDMNCK8J       ,20,110
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,ALASBO MEMBERSHIP,0,0,75,10/30/2019,P,20001140,WA00079183,37561,,443,ALASKA ASSOCIATION OF SCHOOL B, P9NWDMNCK8J       ,20,110
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,"ALASBO CONFERENCE DEC. 4-6, 20",0,0,400,10/30/2019,P,20001140,WA00079183,37561,,443,ALASKA ASSOCIATION OF SCHOOL B, P9NWDMNCK8J       ,20,110
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,MILEAGE / PER DIEM - ALASBO,0,0,402.5,11/13/2019,P,,WA00079265,37628,,47732,"FRIENDSHUH, SANDRA            ", SF TVL-ALAS       ,20,132
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,PER DIEM / MILEAGE - AUDIT PRE,0,0,245,11/13/2019,P,,WA00079266,37631,,2766,"GEARHART, KATHRYN A.          ", KG TVL-AUDI       ,20,132
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,PER DIEM / MILEAGE - ALASBO,0,0,447.5,11/13/2019,P,,WA00079266,37630,,2766,"GEARHART, KATHRYN A.          ", KG TVL - AL       ,20,132
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,REIMBURSEMENT - PARKING,0,0,20,11/13/2019,P,,WA00079266,37632,,2766,"GEARHART, KATHRYN A.          ",444039,20,132
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,REIMBURSEMENT - PARKING,0,0,3.75,11/13/2019,P,,WA00079266,37629,,2766,"GEARHART, KATHRYN A.          ",364013,20,132
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,3162532023 - KATHY GEARHART -,0,0,99,11/22/2019,P,20001156,WA00079316,37795,,2082,HILTON ANCHORAGE              ,62598,20,146
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,EX ADMIN ASST CONF MLG / PER D,0,0,335,11/22/2019,P,,WA00079330,37784,,50202,"STICKNEY, NAOMI               ", NS TVL-1119       ,20,145
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,27922805 - NAOMI STICKNEY - DE,0,0,297,12/27/2019,P,20001165,WA00079409,38053,,48399,CROWNE PLAZA - MIDTOWN        ,222978,20,175
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING - 2 CARS FOR 9 N,0,0,144,1/13/2020,P,20001155,WA00079477,38175,,2136,HOTEL CAPTAIN COOK            ,1227684,20,216
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING - 2 CARS FOR 9 N,0,0,180,1/13/2020,P,20001155,WA00079477,38176,,2136,HOTEL CAPTAIN COOK            ,1227700,20,216
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,CONF #1227700 - KATHY GEARHART,0,0,525,1/13/2020,P,20001155,WA00079477,38176,,2136,HOTEL CAPTAIN COOK            ,1227700,20,216
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,CONF # 1227684 - SANDRA FRIEND,0,0,420,1/13/2020,P,20001155,WA00079477,38175,,2136,HOTEL CAPTAIN COOK            ,1227684,20,216
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,LRNZ8T2LSZB - 2019 EXECUTIVE A,0,0,390,2/12/2020,P,20001164,WA00079652,38585,,383,ASSOCIATION OF ALASKA SCHOOL B, 18272-3           ,20,264
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,ATP JOB FAIR - MLG/PER DIEM,0,0,357.5,3/3/2020,P,,WA00079716,38665,,41726,"JACKSON, FRANCES              ", FJ TVL-ATP        ,20,284
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,ATP JOB FAIR - MLG/PER DIEM,0,0,357.5,3/3/2020,P,,WA00079726,38678,,53139,"WILLIAMS, JASON               ", JW TVL-ATP        ,20,284
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249814 - FRANCES JACKSON - 3/,0,0,258,3/23/2020,P,20001245,WA00079792,38899,,2136,HOTEL CAPTAIN COOK            ,1595033,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249813 - THERESE ASHTON 3/12-,0,0,387,3/23/2020,P,20001245,WA00079792,38900,,2136,HOTEL CAPTAIN COOK            ,1595032,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING,0,0,72,3/23/2020,P,20001245,WA00079792,38898,,2136,HOTEL CAPTAIN COOK            ,1595034,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING,0,0,72,3/23/2020,P,20001245,WA00079792,38901,,2136,HOTEL CAPTAIN COOK            ,1595033,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249815 - JASON WILLIAMS - 312,0,0,258,3/23/2020,P,20001245,WA00079792,38898,,2136,HOTEL CAPTAIN COOK            ,1595034,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,P-CARD PAYMENT - BOSTON WESTIN,0,0,1648.38,9/6/2019,J,1331, , ,,         ,                              ,                   ,20,98
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,P-CARD PMT - ALASBO,0,0,500,12/6/2019,J,1371, , ,,         ,                              ,                   ,20,195
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,STALE DATED CHECKS,0,0,-75,6/30/2020,J,1473, , ,,         ,                              ,                   ,20,451
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,83354895 - FRANCES JACKSON - J,0,88,0,7/15/2019,O,20001012, , ,,2336,COMFORT INN SHIP CREEK        ,                   ,20,3
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,83354895 - FRANCES JACKSON - J,0,69.66,0,7/15/2019,O,20001012, , ,,2336,COMFORT INN SHIP CREEK        ,                   ,20,3
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,83355585 - CARL SNIDER - JULY,0,69.67,0,7/15/2019,O,20001012, , ,,2336,COMFORT INN SHIP CREEK        ,                   ,20,3
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,83355683 - JASON WILLIAMS - JU,0,69.67,0,7/15/2019,O,20001012, , ,,2336,COMFORT INN SHIP CREEK        ,                   ,20,3
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,83355585 - CARL SNIDER - JULY,0,88,0,7/15/2019,O,20001012, , ,,2336,COMFORT INN SHIP CREEK        ,                   ,20,3
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,83355683 - JASON WILLIAMS - JU,0,88,0,7/15/2019,O,20001012, , ,,2336,COMFORT INN SHIP CREEK        ,                   ,20,3
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,ALASBO MEMBERSHIP,0,75,0,10/17/2019,O,20001140, , ,,443,ALASKA ASSOCIATION OF SCHOOL B,                   ,20,101
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,"ALASBO CONFERENCE DEC. 4-6, 20",0,400,0,10/17/2019,O,20001140, , ,,443,ALASKA ASSOCIATION OF SCHOOL B,                   ,20,101
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,"PRE-CONFERENCE DECEMBER 3, 201",0,100,0,10/17/2019,O,20001140, , ,,443,ALASKA ASSOCIATION OF SCHOOL B,                   ,20,101
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,"PRE-CONFERENCE DECEMBER 3, 201",0,-100,0,10/30/2019,P,20001140, ,37561,,443,ALASKA ASSOCIATION OF SCHOOL B,                   ,20,110
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,ALASBO MEMBERSHIP,0,-75,0,10/30/2019,P,20001140, ,37561,,443,ALASKA ASSOCIATION OF SCHOOL B,                   ,20,110
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,"ALASBO CONFERENCE DEC. 4-6, 20",0,-400,0,10/30/2019,P,20001140, ,37561,,443,ALASKA ASSOCIATION OF SCHOOL B,                   ,20,110
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,3162532023 - KATHY GEARHART -,0,9801,0,11/5/2019,O,20001156, , ,,2082,HILTON ANCHORAGE              ,                   ,20,116
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,CONF # 1227684 - SANDRA FRIEND,0,420,0,11/5/2019,O,20001155, , ,,2136,HOTEL CAPTAIN COOK            ,                   ,20,116
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,CONF #1227700 - KATHY GEARHART,0,525,0,11/5/2019,O,20001155, , ,,2136,HOTEL CAPTAIN COOK            ,                   ,20,116
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING - 2 CARS FOR 9 N,0,324,0,11/5/2019,O,20001155, , ,,2136,HOTEL CAPTAIN COOK            ,                   ,20,116
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,27922805 - NAOMI STICKNEY - DE,0,297,0,11/13/2019,O,20001165, , ,,48399,CROWNE PLAZA - MIDTOWN        ,                   ,20,135
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,LRNZ8T2LSZB - 2019 EXECUTIVE A,0,390,0,11/13/2019,O,20001164, , ,,383,ASSOCIATION OF ALASKA SCHOOL B,                   ,20,135
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,3162532023 - KATHY GEARHART -,0,-9801,0,11/22/2019,P,20001156, ,37795,,2082,HILTON ANCHORAGE              ,                   ,20,146
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,83354895 - FRANCES JACKSON - J,0,-473,0,12/2/2019,O,20001012, , ,,2336,COMFORT INN SHIP CREEK        ,                   ,20,153
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,27922805 - NAOMI STICKNEY - DE,0,-297,0,12/27/2019,P,20001165, ,38053,,48399,CROWNE PLAZA - MIDTOWN        ,                   ,20,175
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,CONF #1227700 - KATHY GEARHART,0,-525,0,1/13/2020,P,20001155, ,38176,,2136,HOTEL CAPTAIN COOK            ,                   ,20,216
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,CONF # 1227684 - SANDRA FRIEND,0,-420,0,1/13/2020,P,20001155, ,38175,,2136,HOTEL CAPTAIN COOK            ,                   ,20,216
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING - 2 CARS FOR 9 N,0,-180,0,1/13/2020,P,20001155, ,38176,,2136,HOTEL CAPTAIN COOK            ,                   ,20,216
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING - 2 CARS FOR 9 N,0,-144,0,1/13/2020,P,20001155, ,38175,,2136,HOTEL CAPTAIN COOK            ,                   ,20,216
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,LRNZ8T2LSZB - 2019 EXECUTIVE A,0,-390,0,2/12/2020,P,20001164, ,38585,,383,ASSOCIATION OF ALASKA SCHOOL B,                   ,20,264
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249815 - JASON WILLIAMS - 312,0,387,0,2/19/2020,O,20001245, , ,,2136,HOTEL CAPTAIN COOK            ,                   ,20,271
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249814 - FRANCES JACKSON - 3/,0,387,0,2/19/2020,O,20001245, , ,,2136,HOTEL CAPTAIN COOK            ,                   ,20,271
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249816 - COREY WEISS - 3/12-1,0,387,0,2/19/2020,O,20001245, , ,,2136,HOTEL CAPTAIN COOK            ,                   ,20,271
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING,0,432,0,2/19/2020,O,20001245, , ,,2136,HOTEL CAPTAIN COOK            ,                   ,20,271
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249813 - THERESE ASHTON 3/12-,0,387,0,2/19/2020,O,20001245, , ,,2136,HOTEL CAPTAIN COOK            ,                   ,20,271
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING,0,-360,0,3/23/2020,P,20001245, ,38898,,2136,HOTEL CAPTAIN COOK            ,                   ,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,VALET PARKING,0,-72,0,3/23/2020,P,20001245, ,38901,,2136,HOTEL CAPTAIN COOK            ,                   ,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249813 - THERESE ASHTON 3/12-,0,-387,0,3/23/2020,P,20001245, ,38900,,2136,HOTEL CAPTAIN COOK            ,                   ,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249814 - FRANCES JACKSON - 3/,0,-387,0,3/23/2020,P,20001245, ,38899,,2136,HOTEL CAPTAIN COOK            ,                   ,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249815 - JASON WILLIAMS - 312,0,-387,0,3/23/2020,P,20001245, ,38898,,2136,HOTEL CAPTAIN COOK            ,                   ,20,316
Copper River School District,20,100,99,550,0,420,STAFF TRAVEL,1249816 - COREY WEISS - 3/12-1,0,-387,0,3/23/2020,P,20001245, ,38898,,2136,HOTEL CAPTAIN COOK            ,                   ,20,316
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,District Wide,36700,0,0,2/14/2020,B,581, , ,,         ,                              ,                   ,20,269
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,STEWART TITLE - POSTAGE REIMB,0,0,-25.5,11/20/2019,R,1572, , ,Cash Customer,         ,                              ,                   ,20,141
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,POSTAGE REIMB,0,0,-11.45,4/10/2020,R,1638, , ,Cash Customer,         ,                              ,                   ,20,350
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,405.63,7/16/2019,P,,WA00078795,36582,,63,COPPER VALLEY TELECOM         , 42367 JULY        ,20,8
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,116.27,7/16/2019,P,,WA00078795,36576,,63,COPPER VALLEY TELECOM         , 5682 JULY 1       ,20,8
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,300,7/16/2019,P,,WA00078795,36582,,63,COPPER VALLEY TELECOM         , 42367 JULY        ,20,8
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,66.77,7/16/2019,P,,WA00078795,36583,,63,COPPER VALLEY TELECOM         , 33072 JULY        ,20,8
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,524.38,7/16/2019,P,,WA00078795,36575,,63,COPPER VALLEY TELECOM         , 332 JULY 19       ,20,8
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,524.4,8/2/2019,P,,WA00078828,36633,,63,COPPER VALLEY TELECOM         , 332 AUG 201       ,20,20
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,116.27,8/6/2019,P,,WA00078828,36724,,63,COPPER VALLEY TELECOM         , 5682 AUG 19       ,20,22
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,405.63,8/6/2019,P,,WA00078828,36717,,63,COPPER VALLEY TELECOM         , 42367 AUG 1       ,20,22
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,91.65,8/6/2019,P,,WA00078828,36716,,63,COPPER VALLEY TELECOM         , 33072 AUG 1       ,20,22
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JULY PHONE BILLS,0,0,300,8/6/2019,P,,WA00078828,36717,,63,COPPER VALLEY TELECOM         , 42367 AUG 1       ,20,22
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,524.4,9/17/2019,P,,WA00078957,37073,,63,COPPER VALLEY TELECOM         , 332 SEP 19        ,20,59
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,300,9/17/2019,P,,WA00078957,37087,,63,COPPER VALLEY TELECOM         , 42367 SEP 1       ,20,59
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,405.63,9/17/2019,P,,WA00078957,37079,,63,COPPER VALLEY TELECOM         , 42367 SEP 1       ,20,59
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,79.21,9/17/2019,P,,WA00078957,37075,,63,COPPER VALLEY TELECOM         , 33072 SEP 1       ,20,59
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,116.27,9/17/2019,P,,WA00078957,37085,,63,COPPER VALLEY TELECOM         , 5682 SEP 19       ,20,59
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,116.27,10/9/2019,P,,WA00079110,37395,,63,COPPER VALLEY TELECOM         , 5682 OCT 19       ,20,86
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,300,10/9/2019,P,,WA00079110,37401,,63,COPPER VALLEY TELECOM         , 42367 OCT 1       ,20,86
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,79.48,10/9/2019,P,,WA00079110,37402,,63,COPPER VALLEY TELECOM         , 33072 OCT 1       ,20,86
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,SEPTEMBER PHONE BILLS,0,0,406.93,10/9/2019,P,,WA00079110,37401,,63,COPPER VALLEY TELECOM         , 42367 OCT 1       ,20,86
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,OCTOBER PHONE BILLS,0,0,524.7,10/9/2019,P,,WA00079155,37445,,63,COPPER VALLEY TELECOM         , 332 OCT 19        ,20,91
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,NOVEMBER PHONE BILLS,0,0,92.04,11/14/2019,P,,WA00079258,37723,,63,COPPER VALLEY TELECOM         , 33072 NOV 1       ,20,134
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,NOVEMBER PHONE BILLS,0,0,300,11/14/2019,P,,WA00079258,37722,,63,COPPER VALLEY TELECOM         , 42367 NOV 1       ,20,134
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,NOVEMBER PHONE BILLS,0,0,407.94,11/14/2019,P,,WA00079258,37730,,63,COPPER VALLEY TELECOM         , 42367 NOV 1       ,20,134
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,NOVEMBER PHONE BILLS,0,0,116.27,11/14/2019,P,,WA00079258,37728,,63,COPPER VALLEY TELECOM         , 5682 NOV 19       ,20,134
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,NOVEMBER PHONE BILLS,0,0,524.7,11/14/2019,P,,WA00079258,37729,,63,COPPER VALLEY TELECOM         , 332 NOV 19        ,20,134
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,POSTAGE METER REFILL,0,0,1500,11/22/2019,P,,WA00079328,37782,,2083,RESERVE ACCOUNT               , POSTAGE-111       ,20,145
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,DECEMBER PHONE BILLS,0,0,525.92,12/27/2019,P,,WA00079408,38073,,63,COPPER VALLEY TELECOM         , 332 DEC 19        ,20,176
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,DECEMBER PHONE BILLS,0,0,116.27,12/27/2019,P,,WA00079408,38074,,63,COPPER VALLEY TELECOM         , 5682 DEC 19       ,20,176
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,DECEMBER PHONE BILLS,0,0,641.95,12/27/2019,P,,WA00079408,38080,,63,COPPER VALLEY TELECOM         , 42367 DEC 1       ,20,176
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,DECEMBER PHONE BILLS,0,0,300,12/27/2019,P,,WA00079408,38080,,63,COPPER VALLEY TELECOM         , 42367 DEC 1       ,20,176
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,DECEMBER PHONE BILLS,0,0,117.04,12/27/2019,P,,WA00079408,38081,,63,COPPER VALLEY TELECOM         , 33072 DEC 1       ,20,176
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,PO BOX RENTAL,0,0,1240,12/27/2019,P,,WA00079443,38047,,73,US POSTAL SERVICE             , 2020 FEE          ,20,174
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JANUARY PHONE BILLS,0,0,523.11,1/16/2020,P,,WA00079530,38248,,63,COPPER VALLEY TELECOM         , 332 JAN 20        ,20,220
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JANUARY PHONE BILLS,0,0,300,1/16/2020,P,,WA00079530,38255,,63,COPPER VALLEY TELECOM         , 42367 JAN 2       ,20,220
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JANUARY PHONE BILLS,0,0,116.27,1/16/2020,P,,WA00079530,38249,,63,COPPER VALLEY TELECOM         , 5682 JAN 20       ,20,220
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JANUARY PHONE BILLS,0,0,77.85,1/16/2020,P,,WA00079530,38256,,63,COPPER VALLEY TELECOM         , 33072 JAN 2       ,20,220
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,JANUARY PHONE BILLS,0,0,539.58,1/16/2020,P,,WA00079530,38255,,63,COPPER VALLEY TELECOM         , 42367 JAN 2       ,20,220
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,FEBRUARY PHONE BILLS,0,0,300,2/10/2020,P,,WA00079622,38546,,63,COPPER VALLEY TELECOM         , 42367 FEB 2       ,20,262
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,FEBRUARY PHONE BILLS,0,0,113.83,2/10/2020,P,,WA00079622,38547,,63,COPPER VALLEY TELECOM         , 33072 FEB 2       ,20,262
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,FEBRUARY PHONE BILLS,0,0,539.58,2/10/2020,P,,WA00079622,38546,,63,COPPER VALLEY TELECOM         , 42367 FEB 2       ,20,262
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,FEBRUARY PHONE BILLS,0,0,116.27,2/10/2020,P,,WA00079622,38540,,63,COPPER VALLEY TELECOM         , 5682 FEB 20       ,20,262
Copper River School District,20,100,99,550,0,433,COMMUNICATIONS,FEBRUARY PHONE BILLS,0,0,534.19,2/10/2020,P,,WA00079622,38539,,63,COPPER VALLEY TELECOM         , 332 FEB 20        ,20,262
