District_Name,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code,Account_Name,Reference_Number,Requisition_Number,PO_Number,Description,Exclude1,Exclude2,Name,Exclude3,Journal,Amount
Petersburg Borough School District,19,100,500,600,000,431,WATER AND SEWER,V819671,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$8,217.11"
Petersburg Borough School District,19,100,500,600,000,431,WATER AND SEWER,V829677,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$7,142.26"
Petersburg Borough School District,19,100,500,600,000,431,WATER AND SEWER,V860673,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$7,242.07"
Petersburg Borough School District,19,100,500,600,000,431,WATER AND SEWER,V862329,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$7,318.92"
Petersburg Borough School District,19,100,500,600,000,431,WATER AND SEWER,V904706,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$7,140.92"
Petersburg Borough School District,19,100,500,600,000,431,WATER AND SEWER,V97819,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$7,264.61"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V240259,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,362.14"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V260291,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$955.71
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V361050,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$1,536.11"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V664554,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,678.84"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V719386,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,384.24"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V819671,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,378.64"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V829677,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,362.14"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V860673,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,362.14"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V862329,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,480.99"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V904706,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,362.14"
Petersburg Borough School District,19,100,500,600,000,432,GARBAGE,V97819,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$2,362.14"
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V187734,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$59.42
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V285944,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$59.15
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V39847,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$59.15
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V407679,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$59.42
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V636496,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$59.42
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V673737,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$56.24
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V673787,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$56.24
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V739524,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$56.24
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V789809,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$59.15
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V947917,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$56.09
Petersburg Borough School District,19,100,500,600,000,433,COMMUNICATIONS,V976475,0,0,Direct Voucher Posting,,,ALASKA POWER & TELEPHONE-00125                                                                                                                                                                                                                                 ,,Accounts Payable,$56.09
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,565,0,,PRIOR PERDIO ADJU AND CORRECTING ENTRIES,,,367038.kgilpin,,Adjusting,-$955.92
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,604,0,,END OF THE YEAR ADJUSTIMENTS,,,367038.kgilpin,,Adjusting,"$12,179.18"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V240259,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$12,951.37"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V260291,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$7,771.64"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V361050,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$7,847.40"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V664554,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$17,118.90"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V719386,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$14,183.43"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V819671,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$10,492.54"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V829677,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$17,117.56"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V860673,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$13,151.17"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V862329,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$20,444.27"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V904706,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$14,031.97"
Petersburg Borough School District,19,100,500,600,000,436,ENERGY - ELECTRICITY,V97819,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$20,774.78"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,604,0,,END OF THE YEAR ADJUSTIMENTS,,,367038.kgilpin,,Adjusting,"$3,044.65"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V17667,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$14,676.42"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V614467,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$12,121.47"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V65212,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$22,272.62"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V691696,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$5,938.58"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V72440,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$25,797.04"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V726310,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$10,626.79"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V834776,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$18,693.50"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V892399,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$10,865.98"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V928588,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$8,648.12"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V947582,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$15,372.64"
Petersburg Borough School District,19,100,500,600,000,438,ENERGY - HEATING OIL,V966381,0,0,Direct Voucher Posting,,,PETRO MARINE SERVICES-01909                                                                                                                                                                                                                                    ,,Accounts Payable,"$7,352.30"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,12324,0,0,CASH DEPOSIT,,,,,Deposits,"-$2,984.14"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,602,0,,FY19 A/P,,,367038.kgilpin,,Adjusting,$249.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,604,0,,END OF THE YEAR ADJUSTIMENTS,,,367038.kgilpin,,Adjusting,$630.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V126493,384,354,AP POSTING,,,"MATTINGLY ELECTRIC, LLC-01551                                                                                                                                                                                                                                  ",,Accounts Payable,"$3,060.00"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V12968,0,0,AP POSTING,,,"MATTINGLY ELECTRIC, LLC-01551                                                                                                                                                                                                                                  ",,Accounts Payable,$850.50
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V15359,0,0,AP POSTING,,,"MATTINGLY ELECTRIC, LLC-01551                                                                                                                                                                                                                                  ",,Accounts Payable,$209.25
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V164873,0,0,AP POSTING,,,RAINCOUNTRY COUNRACTORS                                                                                                                                                                                                                                        ,,Accounts Payable,"$1,891.40"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V169656,0,0,AP POSTING,,,"MATTINGLY ELECTRIC, LLC-01551                                                                                                                                                                                                                                  ",,Accounts Payable,"$1,553.50"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V17616,0,0,AP POSTING,,,"MATTINGLY ELECTRIC, LLC-01551                                                                                                                                                                                                                                  ",,Accounts Payable,$904.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V178840,678,646,AP POSTING,,,RAINCOUNTRY COUNRACTORS                                                                                                                                                                                                                                        ,,Accounts Payable,"$1,600.00"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V195217,0,0,AP POSTING,,,ARTIC PRO CLEANING                                                                                                                                                                                                                                             ,,Accounts Payable,$400.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V240259,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$315.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V24918,0,0,AP POSTING,,,"MATTINGLY ELECTRIC, LLC-01551                                                                                                                                                                                                                                  ",,Accounts Payable,"$4,191.14"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V260291,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,"$1,700.00"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V361050,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$552.50
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V371120,0,0,AP POSTING,,,HOMEPORT ELECTRONICS                                                                                                                                                                                                                                           ,,Accounts Payable,$125.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V42381,0,0,AP POSTING,,,KETCHIKAN MECHANICAL-01336                                                                                                                                                                                                                                     ,,Accounts Payable,$450.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V450409,0,0,AP POSTING,,,FLEET REFRIGERATION-00902                                                                                                                                                                                                                                      ,,Accounts Payable,$203.94
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V454921,0,0,AP POSTING,,,"ALASKA BOILER AND BURNER, LLC                                                                                                                                                                                                                                  ",,Accounts Payable,"$1,462.20"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V516308,0,0,AP POSTING,,,ARTIC PRO CLEANING                                                                                                                                                                                                                                             ,,Accounts Payable,"$3,450.00"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V613744,0,0,AP POSTING,,,ARTIC PRO CLEANING                                                                                                                                                                                                                                             ,,Accounts Payable,"$2,300.00"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V664554,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$977.50
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V703682,0,0,AP POSTING,,,"MATTINGLY ELECTRIC, LLC-01551                                                                                                                                                                                                                                  ",,Accounts Payable,$93.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V71739,0,0,AP POSTING,,,KETCHIKAN MECHANICAL-01336                                                                                                                                                                                                                                     ,,Accounts Payable,"$6,660.14"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V719386,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$270.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V768476,0,0,AP POSTING,,,NORDIC ELECTRIC-01729                                                                                                                                                                                                                                          ,,Accounts Payable,$250.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V829677,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$247.50
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V836973,678,646,AP POSTING,,,RAINCOUNTRY COUNRACTORS                                                                                                                                                                                                                                        ,,Accounts Payable,"$7,650.00"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V860673,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$637.50
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V862329,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$405.00
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V871257,0,0,AP POSTING,,,ALASKAN INDUSTRIES-00135                                                                                                                                                                                                                                       ,,Accounts Payable,"$6,000.00"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V896875,0,0,AP POSTING,,,CUMMINS CUSTOM WOODWORKING                                                                                                                                                                                                                                     ,,Accounts Payable,"$4,204.58"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V904706,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$382.50
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V917308,0,0,AP POSTING,,,FLEET REFRIGERATION-00902                                                                                                                                                                                                                                      ,,Accounts Payable,"$1,653.56"
Petersburg Borough School District,19,100,500,600,000,440,PURCHASED SERVICES,V97819,0,0,Direct Voucher Posting,,,PETERSBURG BOROUGH-01881                                                                                                                                                                                                                                       ,,Accounts Payable,$765.00
Petersburg Borough School District,19,100,500,600,000,446,PROPERTY INSURANCE,268,0,,ACCOUNT CODE CLEAN UP,,,367038.kgilpin,,Adjusting,"$68,784.02"
Petersburg Borough School District,19,100,500,600,000,446,PROPERTY INSURANCE,V76063,0,0,AP POSTING,,,PETERSBURG-WRANGELL INSURANCE-01905                                                                                                                                                                                                                            ,,Accounts Payable,"-$2,976.31"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,601,0,,FY19 PCARD A/P,,,367038.kgilpin,,Adjusting,"$7,012.80"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,602,0,,FY19 A/P,,,367038.kgilpin,,Adjusting,$331.72
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V118476,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$298.00
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V134562,5,11,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$2,999.13"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V17221,465,437,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$1,120.15"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V183696,0,0,AP POSTING,,,ALASKA MARINE LINES-00120                                                                                                                                                                                                                                      ,,Accounts Payable,$59.62
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V225292,29,28,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$1,784.20"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V245673,393,367,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$2,271.75"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V286336,0,0,AP POSTING,,,ALASKA MARINE LINES-00120                                                                                                                                                                                                                                      ,,Accounts Payable,$58.04
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V32405,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$212.27
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V331290,0,0,AP POSTING,,,ALASKA MARINE LINES-00120                                                                                                                                                                                                                                      ,,Accounts Payable,$58.30
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V341993,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$30.55
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V357153,0,0,AP POSTING,,,ARROWHEAD LP GAS-00236                                                                                                                                                                                                                                         ,,Accounts Payable,$40.00
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V378775,712,675,AP POSTING,,,RAINCOUNTRY COUNRACTORS                                                                                                                                                                                                                                        ,,Accounts Payable,"$14,025.00"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V424271,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$324.70
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V429380,387,358,Direct Voucher Posting,,,ALASKA FIBRE-00112                                                                                                                                                                                                                                             ,,Accounts Payable,"$1,189.13"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V468530,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$224.87
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V470023,0,0,AP POSTING,,,ALASKA MARINE LINES-00120                                                                                                                                                                                                                                      ,,Accounts Payable,$116.60
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V472067,465,437,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$237.67
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V513287,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$57.72
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V524782,0,0,AP POSTING,,,PETERSBURG COMMUNITY COLD STORAGE                                                                                                                                                                                                                              ,,Accounts Payable,$345.00
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V627721,29,28,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$2,371.95"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V649025,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$600.00
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V662134,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$271.60
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V677728,465,437,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$7,560.71"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V682027,5,11,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$1,568.03"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V687539,610,577,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$1,786.21"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V694412,0,0,AP POSTING,,,EZ-ACCESS                                                                                                                                                                                                                                                      ,,Accounts Payable,"$2,336.83"
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V699560,4,10,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$131.88
Petersburg Borough School District,19,100,500,600,000,452,MAINTENANCE/CONSTR SUPPLIES,V70004,710,674,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$14,866.57"
