District_Name,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code,Account_Name,Description,Budget,Encumbrance,Amount,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_Year,BatchNo
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,REIMBURSEMENT,0,0,4.28,10/11/2018,P,,WA00077743,34192,,52426,"CARLSON, ANDREW               ", 10-11-2018_       ,19,75
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,COMPLETE EDUCATIONAL COLLECTIO,0,0,175,10/31/2018,P,19001096,WA00077876,34476,,53465,THE TV TEACHER                ,8787,19,94
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,0,14,10/31/2018,P,19001096,WA00077876,34476,,53465,THE TV TEACHER                ,8787,19,94
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SUPPLIES,0,0,12.97,11/26/2018,P,,WA00077927,34616,,86,KCDA PURCHASING COOPERATIVE   ,300345086,19,115
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,0,22.6,11/26/2018,P,19001110,WA00077933,34635,,2870,"PAR, INC.                     ", 943986-1          ,19,116
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,10952RF - RECORD RESPONSE BOOK,0,0,170,11/26/2018,P,19001110,WA00077933,34635,,2870,"PAR, INC.                     ", 943986-1          ,19,116
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,10953RF - RESPONSE FORMS,0,0,56,11/26/2018,P,19001110,WA00077933,34635,,2870,"PAR, INC.                     ", 943986-1          ,19,116
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00937 - THE WRITING CLAW (SMA,0,0,5.85,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,F15879 - CH+D10:E30EW-A-ROO CH,0,0,25.9,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,0,25,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E15888 - CHEW-A-ROO TWIST CHEW,0,0,19.9,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02785 - 18  LONG REUSABLE DRI,0,0,16.95,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E01045 - ARK'S TEXTURED GRABBE,0,0,15.98,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E01044 - ARK'S TEXTURED GRABBE,0,0,15.98,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02748 - COATED BENT BUILT-UP-,0,0,15.95,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02749 - COATED BENT BUILT-UP-,0,0,15.95,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02731 - PEDIATRIC EASY GRIP C,0,0,13.95,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00938 - THE WRITING CLAW (MED,0,0,5.85,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00939 - THE WRITING CLAW (LAR,0,0,5.85,12/7/2018,P,19001115,WA00077968,34781,,53589,"ESPECIAL NEEDS, LLC           ",220864,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,GLDE RINGS,0,0,31.98,1/7/2019,P,,WA00078075,34984,,848,GLENNALLEN TRUE VALUE         ,115464,19,147
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,PREMIUM MEMBERSHIP,0,0,69.95,1/21/2019,P,19001129,WA00078165,35087,,53651,VOCABULARY SPELLING CITY      ,1297730,19,175
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,REIMBURSEMENT - SPED SUPPLIES,0,0,80.56,3/7/2019,P,,WA00078343,35531,,49190,"EVERETT,  KATHY               ",737487,19,241
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,REIMBURSEMENT - SUPPLIES,0,0,151.16,3/7/2019,P,,WA00078343,35530,,49190,"EVERETT,  KATHY               ",638703,19,241
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,INNER TUBES,0,0,25.21,5/24/2019,P,,WA00078604,36145,,1974,AMAZON.COM                    ,68669736777,19,322
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SUPPLIES,0,0,205.46,6/30/2019,P,,WA00078727,36461,,1974,AMAZON.COM                    ,93836974787,19,363
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,PROSOURCE TURBO DELUXE,0,0,55.58,6/30/2019,P,,WA00078727,36459,,1974,AMAZON.COM                    ,44456857554,19,363
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SUPPLIES,0,0,198.38,6/30/2019,P,,WA00078727,36463,,1974,AMAZON.COM                    ,43345874398,19,363
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SUPPLIES,0,0,42.86,6/30/2019,P,,WA00078727,36462,,1974,AMAZON.COM                    ,74365395658,19,363
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,BUBBLE JAR,0,0,36.23,6/30/2019,P,,WA00078727,36449,,1974,AMAZON.COM                    ,45879553683,19,363
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,P-CARD PAYMENT - AMAZON,0,0,149.96,1/11/2019,J,1223, , ,,         ,                              ,                   ,19,183
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,P-CARD PAYMENT - SYNEATY,0,0,51,2/10/2019,J,1242, , ,,         ,                              ,                   ,19,247
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,FY19 Payables,0,0,43.81,6/30/2019,J,1312, , ,,         ,                              ,                   ,19,407
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103536 - GES,0,-9.72,0,9/7/2018,P,18001319, ,33968,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,49
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103536 - GES,0,-299.25,0,9/7/2018,P,18001319, ,33970,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,49
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103536 - GES,0,-239.06,0,9/7/2018,P,18001319, ,33966,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,49
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103536 - GES,0,-182.71,0,9/7/2018,P,18001319, ,33969,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,49
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103536 - GES,0,-32.12,0,9/7/2018,P,18001319, ,33967,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,49
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,14,0,10/16/2018,O,19001096, , ,,53465,THE TV TEACHER                ,                   ,19,82
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,COMPLETE EDUCATIONAL COLLECTIO,0,175,0,10/16/2018,O,19001096, , ,,53465,THE TV TEACHER                ,                   ,19,82
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,-14,0,10/31/2018,P,19001096, ,34476,,53465,THE TV TEACHER                ,                   ,19,94
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,COMPLETE EDUCATIONAL COLLECTIO,0,-175,0,10/31/2018,P,19001096, ,34476,,53465,THE TV TEACHER                ,                   ,19,94
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,22.6,0,11/6/2018,O,19001110, , ,,2870,"PAR, INC.                     ",                   ,19,105
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,10952RF - RECORD RESPONSE BOOK,0,170,0,11/6/2018,O,19001110, , ,,2870,"PAR, INC.                     ",                   ,19,105
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,10953RF - RESPONSE FORMS,0,56,0,11/6/2018,O,19001110, , ,,2870,"PAR, INC.                     ",                   ,19,105
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02748 - COATED BENT BUILT-UP-,0,15.95,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02785 - 18  LONG REUSABLE DRI,0,16.95,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,F15879 - CH+D10:E30EW-A-ROO CH,0,25.9,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00939 - THE WRITING CLAW (LAR,0,5.85,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,25,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00938 - THE WRITING CLAW (MED,0,5.85,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02749 - COATED BENT BUILT-UP-,0,15.95,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02731 - PEDIATRIC EASY GRIP C,0,13.95,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E01044 - ARK'S TEXTURED GRABBE,0,15.98,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E01045 - ARK'S TEXTURED GRABBE,0,15.98,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E15888 - CHEW-A-ROO TWIST CHEW,0,19.9,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00937 - THE WRITING CLAW (SMA,0,5.85,0,11/12/2018,O,19001115, , ,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,110
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,10952RF - RECORD RESPONSE BOOK,0,-170,0,11/26/2018,P,19001110, ,34635,,2870,"PAR, INC.                     ",                   ,19,116
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,-22.6,0,11/26/2018,P,19001110, ,34635,,2870,"PAR, INC.                     ",                   ,19,116
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,10953RF - RESPONSE FORMS,0,-56,0,11/26/2018,P,19001110, ,34635,,2870,"PAR, INC.                     ",                   ,19,116
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SHIPPING,0,-25,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,F15879 - CH+D10:E30EW-A-ROO CH,0,-25.9,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E15888 - CHEW-A-ROO TWIST CHEW,0,-19.9,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02785 - 18  LONG REUSABLE DRI,0,-16.95,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00939 - THE WRITING CLAW (LAR,0,-5.85,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00938 - THE WRITING CLAW (MED,0,-5.85,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E00937 - THE WRITING CLAW (SMA,0,-5.85,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02731 - PEDIATRIC EASY GRIP C,0,-13.95,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02749 - COATED BENT BUILT-UP-,0,-15.95,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E02748 - COATED BENT BUILT-UP-,0,-15.95,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E01044 - ARK'S TEXTURED GRABBE,0,-15.98,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,E01045 - ARK'S TEXTURED GRABBE,0,-15.98,0,12/7/2018,P,19001115, ,34781,,53589,"ESPECIAL NEEDS, LLC           ",                   ,19,126
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,PREMIUM MEMBERSHIP,0,69.95,0,1/7/2019,O,19001129, , ,,53651,VOCABULARY SPELLING CITY      ,                   ,19,146
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,PREMIUM MEMBERSHIP,0,-69.95,0,1/21/2019,P,19001129, ,35087,,53651,VOCABULARY SPELLING CITY      ,                   ,19,175
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SEE ATTACHED ORDER 103536 GES,0,148.98,0,6/19/2019,O,19001241, , ,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,348
Copper River School District,19,100,6,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103536 - GES,0,-24.06,0,6/30/2019,O,18001319, , ,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,367
Copper River School District,19,100,7,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103537 - GJSHS,0,0,107.31,9/7/2018,P,18001317,WA00077628,33939,,86,KCDA PURCHASING COOPERATIVE   ,300296015,19,49
Copper River School District,19,100,7,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103537 - GJSHS,0,0,175.89,9/7/2018,P,18001317,WA00077628,33940,,86,KCDA PURCHASING COOPERATIVE   ,300296014,19,49
Copper River School District,19,100,7,200,0,451,TEACHING SUPPLIES,REIMBURSEMENT - POSTAGE,0,0,8.09,5/24/2019,P,,WA00078640,36203,,53333,"PICK, MARK                    ",4460,19,322
Copper River School District,19,100,7,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103537 - GJSHS,0,-175.89,0,9/7/2018,P,18001317, ,33940,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,49
Copper River School District,19,100,7,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103537 - GJSHS,0,-107.31,0,9/7/2018,P,18001317, ,33939,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,49
Copper River School District,19,100,7,200,0,451,TEACHING SUPPLIES,SEE ATTACHED ORDER 103537 GJSH,0,249.8,0,6/19/2019,O,19001240, , ,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,348
Copper River School District,19,100,8,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103538 - KLS,0,0,290.53,9/7/2018,P,18001315,WA00077629,33952,,86,KCDA PURCHASING COOPERATIVE   ,300296000,19,49
Copper River School District,19,100,8,200,0,451,TEACHING SUPPLIES,TEACHING SUPPLIES,0,0,156.8,6/30/2019,P,,WA00078727,36468,,1974,AMAZON.COM                    ,55776463689,19,363
Copper River School District,19,100,8,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103538 - KLS,0,-290.53,0,9/7/2018,P,18001315, ,33952,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,49
Copper River School District,19,100,8,200,0,451,TEACHING SUPPLIES,SCHOOL CODE: 103538 - KLS,0,-8.78,0,6/30/2019,O,18001315, , ,,86,KCDA PURCHASING COOPERATIVE   ,                   ,19,367
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SPECIAL EDUCATION SUPPLY REIMB,0,0,59.26,8/23/2018,P,,WA00077572,33799,,49190,"EVERETT,  KATHY               ", 08-23-2018_       ,19,31
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SHIPPING,0,0,15,8/23/2018,P,19001007,WA00077582,33824,,717,"MULTI-HEALTH SYSTEMS, INC.    ",1993023,19,32
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,C30023 - CONNORS 3 SCORIN SOFT,0,0,337,8/23/2018,P,19001007,WA00077582,33824,,717,"MULTI-HEALTH SYSTEMS, INC.    ",1993023,19,32
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,BOOKMARKER ONLINE - DISTRICT O,0,0,1253.7,8/23/2018,P,19001029,WA00077587,33826,,52140,TOBII DYNAVOX LLC             , INV00101986       ,19,32
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,FREIGHT - KCDA,0,0,130.3,10/11/2018,P,,WA00077742,34191,,517,CARLILE TRANSPORTATION SYSTEMS,29567910,19,75
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SNAP AND READ UNIVERSAL SEAT,0,0,598.8,10/11/2018,P,19001075,WA00077753,34308,,51063,"DON JOHNSTON , INC.           ",443527,19,76
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,INPLEMENTATION FEE,0,0,47.9,10/11/2018,P,19001075,WA00077753,34308,,51063,"DON JOHNSTON , INC.           ",443527,19,76
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,THERABAND RESISTANCE BANDS,0,0,27.17,12/7/2018,P,,WA00077955,34654,,1974,AMAZON.COM                    ,53775768987,19,125
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SHIPPING,0,0,20,12/7/2018,P,19001116,WA00077983,34789,,72,NCS PEARSON INC.              ,11884890,19,126
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,158091086 - DREF RECFM - TEACH,0,0,75,12/7/2018,P,19001116,WA00077983,34789,,72,NCS PEARSON INC.              ,11884890,19,126
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,158091248 - DREF RECRM - PAREN,0,0,75,12/7/2018,P,19001116,WA00077983,34789,,72,NCS PEARSON INC.              ,11884890,19,126
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SENSORY UNIVERSITY,0,0,11.95,1/8/2019,P,,WA00078109,35063,,1974,AMAZON.COM                    ,47338976883,19,150
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,LAMINATIING POUCHES,0,0,94.7,2/19/2019,P,,WA00078259,35380,,1974,AMAZON.COM                    ,65687656583,19,225
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,QG1VL3 - VINELAND-3 QG SCR 1 Y,0,0,60,5/7/2019,P,19001190,WA00078565,36051,,72,NCS PEARSON INC.              ,34156,19,305
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,QG1BA3NG - BASC - QG SCOR 1 YE,0,0,60,5/7/2019,P,19001190,WA00078565,36051,,72,NCS PEARSON INC.              ,34156,19,305
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,QG1DRF - D-REF QG SCR 1 YEAR S,0,0,40,5/7/2019,P,19001190,WA00078565,36051,,72,NCS PEARSON INC.              ,34156,19,305
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,31324 - VINEYARD - 3 TCHR. COM,0,0,90.8,5/7/2019,P,19001166,WA00078566,36052,,2914,PEARSON EDUCATION MEASUREMENT ,119871,19,305
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,31326 - VINEYARD - 3 PRT COMPR,0,0,90.8,5/7/2019,P,19001166,WA00078566,36052,,2914,PEARSON EDUCATION MEASUREMENT ,119871,19,305
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,31325 - VINEYARD - 3 TCHR. DOM,0,0,45.9,5/7/2019,P,19001166,WA00078566,36052,,2914,PEARSON EDUCATION MEASUREMENT ,119871,19,305
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,31327 - VINEYARD - PRO DOM,0,0,45.9,5/7/2019,P,19001166,WA00078566,36052,,2914,PEARSON EDUCATION MEASUREMENT ,119871,19,305
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SHIPPING,0,0,41.4,5/7/2019,P,19001166,WA00078566,36052,,2914,PEARSON EDUCATION MEASUREMENT ,119871,19,305
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,QG1WT3 - 11 QG SCR 1 YEAR SUBS,0,0,40,5/15/2019,P,19001200,WA00078590,36125,,72,NCS PEARSON INC.              ,4649822,19,315
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,TEACHING SUPPLIES,0,0,52.13,5/24/2019,P,,WA00078604,36159,,1974,AMAZON.COM                    ,43353869676,19,322
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,TEACHING SUPPLIES,0,0,314.8,6/30/2019,P,,WA00078746,36408,,72,NCS PEARSON INC.              ,12003104,19,357
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,RL01C READ NATURALLY LIVE LICE,0,0,1150,6/30/2019,P,19001230,WA00078750,36434,,2828,READ NATURALLY INC            ,232679,19,358
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,C30023 - CONNORS 3 SCORIN SOFT,0,337,0,7/23/2018,O,19001007, , ,,717,"MULTI-HEALTH SYSTEMS, INC.    ",                   ,19,5
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SHIPPING,0,15,0,7/23/2018,O,19001007, , ,,717,"MULTI-HEALTH SYSTEMS, INC.    ",                   ,19,5
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,BOOKMARKER ONLINE - DISTRICT O,0,1253.7,0,8/22/2018,O,19001029, , ,,52140,TOBII DYNAVOX LLC             ,                   ,19,30
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,BOOKMARKER ONLINE - DISTRICT O,0,-1253.7,0,8/23/2018,P,19001029, ,33826,,52140,TOBII DYNAVOX LLC             ,                   ,19,32
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SHIPPING,0,-15,0,8/23/2018,P,19001007, ,33824,,717,"MULTI-HEALTH SYSTEMS, INC.    ",                   ,19,32
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,C30023 - CONNORS 3 SCORIN SOFT,0,-337,0,8/23/2018,P,19001007, ,33824,,717,"MULTI-HEALTH SYSTEMS, INC.    ",                   ,19,32
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SNAP AND READ UNIVERSAL SEAT,0,598.8,0,9/19/2018,O,19001075, , ,,51063,"DON JOHNSTON , INC.           ",                   ,19,57
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,INPLEMENTATION FEE,0,47.9,0,9/19/2018,O,19001075, , ,,51063,"DON JOHNSTON , INC.           ",                   ,19,57
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SNAP AND READ UNIVERSAL SEAT,0,-598.8,0,10/11/2018,P,19001075, ,34308,,51063,"DON JOHNSTON , INC.           ",                   ,19,76
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,INPLEMENTATION FEE,0,-47.9,0,10/11/2018,P,19001075, ,34308,,51063,"DON JOHNSTON , INC.           ",                   ,19,76
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,158091248 - DREF RECRM - PAREN,0,75,0,11/12/2018,O,19001116, , ,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,110
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SHIPPING,0,15,0,11/12/2018,O,19001116, , ,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,110
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,158091086 - DREF RECFM - TEACH,0,75,0,11/12/2018,O,19001116, , ,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,110
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,158091248 - DREF RECRM - PAREN,0,-75,0,12/7/2018,P,19001116, ,34789,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,126
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,158091086 - DREF RECFM - TEACH,0,-75,0,12/7/2018,P,19001116, ,34789,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,126
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SHIPPING,0,-15,0,12/7/2018,P,19001116, ,34789,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,126
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,31324 - VINEYARD - 3 TCHR. COM,0,90.8,0,2/22/2019,O,19001166, , ,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,228
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,31325 - VINEYARD - 3 TCHR. DOM,0,45.9,0,2/22/2019,O,19001166, , ,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,228
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,SHIPPING,0,41.4,0,2/22/2019,O,19001166, , ,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,228
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,31326 - VINEYARD - 3 PRT COMPR,0,90.8,0,2/22/2019,O,19001166, , ,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,228
Copper River School District,19,100,99,200,0,451,TEACHING SUPPLIES,31327 - VINEYARD - PRO DOM,0,45.9,0,2/22/2019,O,19001166, , ,,2914,PEARSON EDUCATION MEASUREMENT ,                   ,19,228
